"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5"
"fascismo";-0,504;0,996;-1,021;4,306;-1,127
"farto";-0,504;-0,472;0,1;-0,72;2,342
"farmacia";0,876;0,996;-1,021;0,376;-1,127
"faltante";0,876;-0,472;2,701;-0,72;-1,127
"fafen";-0,504;-0,472;-1,021;12,508;-1,127
"factum";-0,504;19,078;-1,021;-0,72;-1,127
"factual";0,876;0,996;0,1;-0,72;-1,127
"facie";-0,504;-0,472;8,823;-0,72;-1,127
"facial";-0,504;0,996;-1,021;4,306;-1,127
"facere";-0,504;-0,472;8,823;-0,72;-1,127
"externar";0,876;-0,472;0,1;-0,72;0,055
"externalidade";0,876;-0,472;-1,021;4,306;-1,127
"exteriorizar";0,876;-0,472;2,701;-0,72;-1,127
"expulsar";6,667;-0,472;-1,021;-0,72;0,055
"expositor";6,667;-0,472;-1,021;0,376;-1,127
"expecam";-0,504;0,996;-1,021;0,376;0,055
"exegetico";-0,504;-0,472;8,823;-0,72;-1,127
"exa";0,876;-0,472;-1,021;-0,72;2,342
"etico";-0,504;7,198;-1,021;-0,72;0,055
"estudar";-0,504;19,078;-1,021;-0,72;-1,127
"estudantil";-0,504;-0,472;-1,021;12,508;-1,127
"estruturado";0,876;0,996;-1,021;0,376;-1,127
"estilo";-0,504;0,996;-1,021;0,376;0,055
"estendido";-0,504;-0,472;-1,021;0,376;2,342
"estatistico";-0,504;-0,472;-1,021;12,508;-1,127
"est";-0,504;-0,472;0,1;-0,72;2,342
"espinhoso";-0,504;19,078;-1,021;-0,72;-1,127
"espalhar";-0,504;-0,472;-1,021;12,508;-1,127
"escrupuloso";-0,504;-0,472;-1,021;12,508;-1,127
"escritura";6,667;-0,472;-1,021;-0,72;0,055
"esclarecedor";-0,504;-0,472;0,1;-0,72;2,342
"erradicacao";0,876;7,198;-1,021;-0,72;-1,127
"erforderlichkeit";-0,504;0,996;0,1;-0,72;0,055
"equilibrar";0,876;0,996;-1,021;0,376;-1,127
"episodio";-0,504;-0,472;-1,021;4,306;0,055
"epi";-0,504;-0,472;-1,021;12,508;-1,127
"envidar";-0,504;0,996;-1,021;4,306;-1,127
"entrave";-0,504;-0,472;-1,021;12,508;-1,127
"entesouramento";0,876;-0,472;-1,021;4,306;-1,127
"entabular";-0,504;-0,472;-1,021;4,306;0,055
"entabulados";0,876;0,996;-1,021;0,376;-1,127
"ensejarem";-0,504;-0,472;0,1;-0,72;2,342
"ensejadores";0,876;7,198;-1,021;-0,72;-1,127
"engajamento";-0,504;-0,472;-1,021;12,508;-1,127
"enfasar";-0,504;19,078;-1,021;-0,72;-1,127
"eney";-0,504;-0,472;-1,021;-0,72;7,988
"encartar";-0,504;7,198;-1,021;0,376;-1,127
"encarregado";0,876;-0,472;-1,021;4,306;-1,127
"encarceramento";-0,504;19,078;-1,021;-0,72;-1,127
"encadear";0,876;7,198;-1,021;-0,72;-1,127
"emergency";-0,504;0,996;-1,021;4,306;-1,127
"embate";0,876;0,996;-1,021;0,376;-1,127
"elucidativo";-0,504;-0,472;-1,021;4,306;0,055
"elucidar";0,876;-0,472;0,1;-0,72;0,055
"elucidacao";-0,504;0,996;-1,021;-0,72;2,342
"eliminatoria";-0,504;-0,472;-1,021;12,508;-1,127
"elencou";-0,504;-0,472;2,701;0,376;-1,127
"educativo";0,876;7,198;-1,021;-0,72;-1,127
"edcl";-0,504;-0,472;0,1;-0,72;2,342
"ecr";-0,504;-0,472;-1,021;4,306;0,055
"ecologico";0,876;7,198;-1,021;-0,72;-1,127
"eca";-0,504;0,996;-1,021;4,306;-1,127
"eapv";-0,504;-0,472;-1,021;12,508;-1,127
"dvds";-0,504;-0,472;-1,021;12,508;-1,127
"drive";-0,504;-0,472;-1,021;12,508;-1,127
"documentar";0,876;0,996;-1,021;0,376;-1,127
"divisivel";17,874;-0,472;-1,021;-0,72;-1,127
"ditar";-0,504;7,198;-1,021;0,376;-1,127
"distorcao";0,876;7,198;-1,021;-0,72;-1,127
"dissociar";-0,504;-0,472;2,701;0,376;-1,127
"dispensacao";-0,504;0,996;-1,021;4,306;-1,127
"dispendio";0,876;0,996;-1,021;0,376;-1,127
"discutivel";-0,504;0,996;-1,021;-0,72;2,342
"discordar";-0,504;-0,472;-1,021;4,306;0,055
"discordancia";-0,504;7,198;-1,021;-0,72;0,055
"dirad";6,667;-0,472;-1,021;0,376;-1,127
"dinamico";0,876;7,198;-1,021;-0,72;-1,127
"difundir";-0,504;19,078;-1,021;-0,72;-1,127
"diferencial";0,876;-0,472;-1,021;-0,72;2,342
"determin";-0,504;-0,472;-1,021;4,306;0,055
"desvelar";-0,504;-0,472;-1,021;12,508;-1,127
"desprezo";-0,504;-0,472;-1,021;4,306;0,055
"desprezar";-0,504;0,996;-1,021;4,306;-1,127
"desobrigar";-0,504;7,198;-1,021;-0,72;0,055
"desnaturar";-0,504;-0,472;0,1;0,376;0,055
"desfigurado";-0,504;-0,472;2,701;-0,72;0,055
"desfeito";-0,504;-0,472;-1,021;4,306;0,055
"desejo";0,876;-0,472;-1,021;0,376;0,055
"descura";-0,504;-0,472;8,823;-0,72;-1,127
"descortinar";-0,504;-0,472;-1,021;12,508;-1,127
"desconfianca";-0,504;0,996;-1,021;0,376;0,055
"desarrazoar";0,876;-0,472;-1,021;0,376;0,055
"desapropriar";6,667;0,996;-1,021;-0,72;-1,127
"desalento";-0,504;-0,472;-1,021;12,508;-1,127
"desaconselhar";-0,504;0,996;-1,021;4,306;-1,127
"derrubar";0,876;7,198;-1,021;-0,72;-1,127
"derrota";-0,504;-0,472;0,1;4,306;-1,127
"demasiado";-0,504;0,996;0,1;0,376;-1,127
"delinquencia";-0,504;19,078;-1,021;-0,72;-1,127
"deficitario";-0,504;0,996;-1,021;0,376;0,055
"defasagem";-0,504;-0,472;-1,021;12,508;-1,127
"dedicacao";-0,504;0,996;0,1;-0,72;0,055
"decidendi";-0,504;-0,472;0,1;-0,72;2,342
"debito";0,876;0,996;0,1;-0,72;-1,127
"davacina";-0,504;-0,472;-1,021;12,508;-1,127
"dataprev";0,876;-0,472;-1,021;4,306;-1,127
"curado";-0,504;-0,472;-1,021;-0,72;7,988
"cultivar";-0,504;-0,472;-1,021;12,508;-1,127
"culposo";-0,504;0,996;2,701;-0,72;-1,127
"cuidador";-0,504;-0,472;-1,021;12,508;-1,127
"cuiaba";-0,504;-0,472;-1,021;12,508;-1,127
"ctai";-0,504;-0,472;-1,021;12,508;-1,127
"crucial";-0,504;0,996;-1,021;4,306;-1,127
"criterioso";6,667;-0,472;0,1;-0,72;-1,127
"criminalidade";17,874;-0,472;-1,021;-0,72;-1,127
"cov2";-0,504;-0,472;-1,021;12,508;-1,127
"correio";-0,504;-0,472;-1,021;12,508;-1,127
"corrego";0,876;-0,472;-1,021;-0,72;2,342
"corpus";-0,504;-0,472;8,823;-0,72;-1,127
"corporativo";-0,504;0,996;-1,021;4,306;-1,127
"coreia";-0,504;0,996;-1,021;4,306;-1,127
"coordenador";0,876;-0,472;-1,021;4,306;-1,127
"conversacao";17,874;-0,472;-1,021;-0,72;-1,127
"controverter";-0,504;-0,472;2,701;-0,72;0,055
"contrapeso";-0,504;7,198;-1,021;0,376;-1,127
"contrapartida";6,667;-0,472;-1,021;-0,72;0,055
"contingente";6,667;0,996;-1,021;-0,72;-1,127
"contingenciar";0,876;7,198;-1,021;-0,72;-1,127
"contingenciamentos";6,667;-0,472;-1,021;-0,72;0,055
"continental";-0,504;-0,472;-1,021;4,306;0,055
"continencia";-0,504;-0,472;-1,021;-0,72;7,988
"contestacao";0,876;7,198;-1,021;-0,72;-1,127
"contemporaneidade";-0,504;-0,472;2,701;-0,72;0,055
"consubstanciem";-0,504;-0,472;2,701;0,376;-1,127
"constranger";-0,504;19,078;-1,021;-0,72;-1,127
"constitucionalismo";-0,504;0,996;2,701;-0,72;-1,127
"conjugacao";-0,504;-0,472;2,701;-0,72;0,055
"confidencialidade";0,876;0,996;-1,021;0,376;-1,127
"condigno";0,876;-0,472;-1,021;-0,72;2,342
"conclamar";0,876;-0,472;-1,021;4,306;-1,127
"conciliar";-0,504;-0,472;-1,021;0,376;2,342
"concentrador";-0,504;-0,472;-1,021;12,508;-1,127
"conceitual";-0,504;0,996;0,1;0,376;-1,127
"compressor";0,876;-0,472;-1,021;4,306;-1,127
"comprar";-0,504;-0,472;-1,021;4,306;0,055
"complicacao";-0,504;0,996;-1,021;4,306;-1,127
"compatibilizar";0,876;-0,472;-1,021;0,376;0,055
"compatibilizacao";6,667;0,996;-1,021;-0,72;-1,127
"compasso";-0,504;-0,472;-1,021;-0,72;7,988
"comodo";-0,504;-0,472;2,701;0,376;-1,127
"comicio";6,667;-0,472;-1,021;0,376;-1,127
"combinacao";17,874;-0,472;-1,021;-0,72;-1,127
"colapsar";-0,504;-0,472;-1,021;12,508;-1,127
"colacionou";-0,504;0,996;-1,021;-0,72;2,342
"colaborador";-0,504;0,996;-1,021;0,376;0,055
"coexistencia";-0,504;-0,472;0,1;-0,72;2,342
"cnn";-0,504;-0,472;-1,021;12,508;-1,127
"cndh";-0,504;-0,472;-1,021;-0,72;7,988
"clube";0,876;-0,472;0,1;-0,72;0,055
"circunstancial";0,876;0,996;-1,021;0,376;-1,127
"circunstanciado";-0,504;-0,472;-1,021;4,306;0,055
"cipriano";-0,504;-0,472;-1,021;-0,72;7,988
"choco";-0,504;-0,472;-1,021;4,306;0,055
"chico";17,874;-0,472;-1,021;-0,72;-1,127
"chicago";-0,504;0,996;0,1;-0,72;0,055
"chave";-0,504;-0,472;-1,021;12,508;-1,127
"chargista";-0,504;7,198;0,1;-0,72;-1,127
"chancelar";-0,504;-0,472;-1,021;0,376;2,342
"chancelando";-0,504;19,078;-1,021;-0,72;-1,127
"certificar";6,667;0,996;-1,021;-0,72;-1,127
"certificador";6,667;-0,472;-1,021;0,376;-1,127
"cercear";-0,504;7,198;-1,021;0,376;-1,127
"censo";-0,504;-0,472;-1,021;12,508;-1,127
"cedico";0,876;-0,472;0,1;-0,72;0,055
"cdh";-0,504;19,078;-1,021;-0,72;-1,127
"cd";-0,504;-0,472;-1,021;12,508;-1,127
"causalidade";-0,504;0,996;-1,021;4,306;-1,127
"categorizado";-0,504;-0,472;0,1;4,306;-1,127
"carregamento";0,876;-0,472;-1,021;4,306;-1,127
"carreata";6,667;-0,472;-1,021;0,376;-1,127
"carioca";-0,504;-0,472;-1,021;12,508;-1,127
"carente";-0,504;0,996;-1,021;0,376;0,055
"carcinogenico";-0,504;-0,472;-1,021;12,508;-1,127
"cancerigeno";-0,504;-0,472;-1,021;12,508;-1,127
"campus";-0,504;-0,472;-1,021;12,508;-1,127
"caminhoneiro";-0,504;0,996;-1,021;4,306;-1,127
"caminhada";6,667;-0,472;-1,021;0,376;-1,127
"camilo";-0,504;0,996;-1,021;-0,72;2,342
"camera";-0,504;-0,472;-1,021;0,376;2,342
"calculo";0,876;-0,472;-1,021;4,306;-1,127
"calafrio";-0,504;-0,472;-1,021;12,508;-1,127
"cadunico";6,667;-0,472;-1,021;0,376;-1,127
"caderneta";0,876;-0,472;-1,021;4,306;-1,127
"cadastramento";17,874;-0,472;-1,021;-0,72;-1,127
"cabo";6,667;-0,472;-1,021;0,376;-1,127
"bundesverfassungsgericht";-0,504;0,996;-1,021;-0,72;2,342
"brigada";17,874;-0,472;-1,021;-0,72;-1,127
"braziliense";-0,504;-0,472;-1,021;12,508;-1,127
"braco";-0,504;19,078;-1,021;-0,72;-1,127
"bomba";0,876;-0,472;-1,021;4,306;-1,127
"bolivia";-0,504;-0,472;-1,021;12,508;-1,127
"boletim";-0,504;-0,472;-1,021;12,508;-1,127
"bissexual";-0,504;19,078;-1,021;-0,72;-1,127
"biodiversidade";17,874;-0,472;-1,021;-0,72;-1,127
"bingo";-0,504;-0,472;8,823;-0,72;-1,127
"benjamin";-0,504;0,996;-1,021;-0,72;2,342
"benefico";6,667;-0,472;-1,021;0,376;-1,127
"banho";-0,504;0,996;-1,021;0,376;0,055
"balanco";-0,504;-0,472;-1,021;12,508;-1,127
"avultar";-0,504;-0,472;-1,021;12,508;-1,127
"avenca";6,667;0,996;-1,021;-0,72;-1,127
"australia";-0,504;-0,472;-1,021;12,508;-1,127
"auditabilidade";-0,504;19,078;-1,021;-0,72;-1,127
"atuante";6,667;0,996;-1,021;-0,72;-1,127
"atrativo";0,876;0,996;-1,021;-0,72;0,055
"atracao";-0,504;-0,472;-1,021;-0,72;7,988
"assusete";-0,504;-0,472;-1,021;-0,72;7,988
"assis";-0,504;-0,472;-1,021;-0,72;7,988
"assintomatico";-0,504;-0,472;-1,021;12,508;-1,127
"assentamento";17,874;-0,472;-1,021;-0,72;-1,127
"asbesto";-0,504;-0,472;-1,021;12,508;-1,127
"arrolar";0,876;-0,472;-1,021;-0,72;2,342
"arrebatador";-0,504;0,996;-1,021;4,306;-1,127
"aquaviario";-0,504;0,996;-1,021;4,306;-1,127
"aprimorar";0,876;-0,472;-1,021;0,376;0,055
"apelo";-0,504;-0,472;-1,021;0,376;2,342
"aparecimento";-0,504;-0,472;-1,021;12,508;-1,127
"aparecer";-0,504;7,198;-1,021;0,376;-1,127
"anuir";-0,504;-0,472;-1,021;-0,72;7,988
"antepor";-0,504;-0,472;8,823;-0,72;-1,127
"angustiar";-0,504;-0,472;-1,021;12,508;-1,127
"angulo";-0,504;-0,472;2,701;0,376;-1,127
"anarquismo";-0,504;19,078;-1,021;-0,72;-1,127
"anao";0,876;7,198;-1,021;-0,72;-1,127
"amicus";-0,504;-0,472;-1,021;0,376;2,342
"ambiguo";-0,504;-0,472;0,1;-0,72;2,342
"ambientalista";6,667;0,996;-1,021;-0,72;-1,127
"almedina";-0,504;19,078;-1,021;-0,72;-1,127
"allan";-0,504;19,078;-1,021;-0,72;-1,127
"alinhavar";-0,504;-0,472;8,823;-0,72;-1,127
"alicercar";-0,504;7,198;-1,021;0,376;-1,127
"alcada";0,876;0,996;-1,021;0,376;-1,127
"alargar";6,667;-0,472;-1,021;-0,72;0,055
"air";6,667;0,996;-1,021;-0,72;-1,127
"aio";-0,504;19,078;-1,021;-0,72;-1,127
"agronegocio";0,876;-0,472;-1,021;4,306;-1,127
"agricultor";6,667;0,996;-1,021;-0,72;-1,127
"agressor";-0,504;7,198;-1,021;0,376;-1,127
"aglomerem";6,667;-0,472;-1,021;0,376;-1,127
"agilidade";-0,504;0,996;-1,021;4,306;-1,127
"agendar";0,876;-0,472;-1,021;0,376;0,055
"africar";-0,504;-0,472;-1,021;12,508;-1,127
"advocaticio";-0,504;19,078;-1,021;-0,72;-1,127
"actum";6,667;-0,472;-1,021;-0,72;0,055
"acostada";-0,504;-0,472;-1,021;-0,72;7,988
"acionador";-0,504;-0,472;8,823;-0,72;-1,127
"acessados";-0,504;0,996;-1,021;4,306;-1,127
"acauteladoras";-0,504;-0,472;-1,021;-0,72;7,988
"acampamento";0,876;-0,472;-1,021;-0,72;2,342
"abreu";-0,504;19,078;-1,021;-0,72;-1,127
"abrampa";-0,504;-0,472;-1,021;-0,72;7,988
"abortar";-0,504;-0,472;0,1;4,306;-1,127
"abolicao";-0,504;7,198;-1,021;0,376;-1,127
"aberracao";6,667;-0,472;0,1;-0,72;-1,127
"abelardo";-0,504;-0,472;-1,021;-0,72;7,988
"abater";-0,504;-0,472;-1,021;12,508;-1,127
"abastecer";-0,504;-0,472;-1,021;12,508;-1,127
"4a";-0,504;-0,472;-1,021;-0,72;7,988
"2021conjur";-0,504;-0,472;-1,021;12,508;-1,127
"10h";-0,504;-0,472;-1,021;4,306;0,055
"a";-0,078;9,269;3,772;1,186;-24,848
"ser";1,002;53,86;-20,285;6,896;-19,029
"em";0,009;-35,424;-53,194;17,378;62,918
"o";-3,879;-6,96;6,439;-9,865;15,103
"que";-2,542;5,333;5,673;33,991;-64,261
"nao";-78,333;-46,583;401,112;-107,939;3,491
"ao";4,016;12,664;-10,678;-23,009;9,794
"n";101,022;-172,909;9,127;-198,086;137,535
"com";0,011;0,842;-35,347;43,211;-0,656
"como";-40,365;21,762;71,122;0,055;-49,438
"outro";-83,019;-23,315;747,164;-7,996;-176,964
"poder";-17,193;62,546;27,132;0,192;-68,797
"ter";-3,469;-1,013;5,099;7,675;-5,863
"s";1,414;-14,798;-21,153;-5,614;74,228
"estado";15,402;27,843;-43,921;12,756;-14,763
"ir";0,066;-7,537;-0,89;24,802;-2,512
"meio";-59,356;-44,957;1107,355;-54,029;-217,921
"estar";-0,407;-10,987;3,55;28,882;-12,624
"haver";-11,458;-2,212;111,913;-10,707;-13,121
"qual";0,226;-1,371;-1,958;-1,752;9,404
"uma";-2,098;10,044;-4,061;46,737;-29,055
"um";0,273;34,317;-0,279;49,739;-113,514
"sobre";12,175;22,023;0,484;-2,244;-32,586
"todo";-0,318;19,422;-42,24;48,341;-7,629
"seu";0,513;-0,245;-15,909;-12,844;47,472
"i";17,553;-8,304;-12,061;-16,108;34,434
"contra";-74,474;0,352;-39,016;92,403;15,345
"qualquer";-8,348;8,325;138,02;-10,356;-73,375
"mesmo";-20,081;-1,555;19,599;-2,246;2,227
"sem";-0,422;2,445;-29,05;12,498;2,07
"ainda";-4,095;-0,179;-1,697;37,54;-5,022
"bem";0,749;55,157;-50,624;13,909;-7,567
"mais";-0,914;2,342;-52,903;200,738;-34,596
"ver";-1,577;0,248;-4,989;0,344;5,14
"ja";-5,164;-1,309;2,105;4,836;-0,487
"assim";-2,77;-0,788;3,072;-2,764;3,082
"quando";-28,356;-2,827;333,893;-50,368;-36,832
"fazer";-7,168;0,416;-0,028;2,234;0,204
"tambem";-0,009;4,449;-0,111;6,15;-11,702
"tal";-10,614;11,457;0,54;19,957;-22,246
"entre";1,897;10,857;-4,886;18,134;-27,411
"parte";-0,043;-0,054;0,786;-9,873;5,115
"quanto";-3,086;-0,22;-0,026;2,515;0,246
"fim";0,274;8,249;-3,594;-4,832;1,391
"sob";-9,413;27,743;4,821;-8,277;-1,511
"esse";-3,2;-0,09;34,194;-0,129;-14,091
"apenas";0,382;0,023;-0,085;-4,699;2,568
"essa";-12,343;1,537;8,94;-2,047;0,026
"segundo";0,076;0,041;-13,856;7,911;0,59
"isso";-13,474;1,524;1,659;8,631;-3,694
"p";-0,622;28,363;-6,009;-2,015;0,031
"este";-7,203;-1,018;5,253;-3,68;5,53
"v";0,003;6,278;0,798;-8,358;-0,077
"desde";-3,916;-0,054;46,728;0,686;-32,194
"demais";-1,183;-4,663;36,019;-0,35;-7,953
"primeiro";-2,513;0,862;-8,16;0,868;6,241
"inclusive";0,132;12,026;-0,326;0,211;-7,857
"somente";-1,612;-8,683;37,727;-6,416;-0,237
"ele";-1,653;42,069;-0,062;-0,008;-13,341
"valor";178,055;11,331;-15,059;-7,369;-47,597
"r";10,006;-8,842;-10,586;-0,633;13,542
"d";-0,197;-1,593;-44,586;-0,022;63,581
"ante";-20,485;-4,586;0,887;-25,925;77,539
"porque";-2,403;2,297;1,32;-0,502;-0,193
"dizer";0;30,198;-6,457;10,647;-21,635
"mediante";5,352;5,233;-0,028;-2,382;-4,204
"diante";-1,51;-0,005;-0,881;0,411;1,88
"cada";6,472;0,971;-8,727;28,861;-21,516
"perante";-17,258;-17,394;104,927;-35,329;3,041
"ela";-1,443;2,247;0,24;-0,076;-0,195
"trabalho";28,362;12,443;-2,707;-2,78;-14,605
"in";-0,479;-1,41;12,494;-14,699;1,974
"cuja";0,227;-2,236;1,11;-3,249;1,807
"ademais";-2,589;-1,818;8,212;3,322;-4,456
"sempre";-8,961;0,844;44,887;3,733;-43,644
"iniciar";0,014;-5,186;-27,215;59,114;-0,004
"j";-4,451;-3,727;43,578;-11,503;-0,087
"embora";-5,365;-0,019;-0,766;0,206;5,683
"tanto";-0,502;8,714;-3,695;11,009;-7,712
"minha";-16,912;-11,525;22,621;-0,356;3,003
"nosso";-3,922;0,171;39,471;-2,08;-13,078
"especialmente";-1,24;2,929;3,771;0,529;-8,885
"entao";-4,281;1,233;-11,212;9,865;1,59
"menos";-0,242;0,276;-5,342;18,567;-2,495
"lhe";-4,283;2,355;8,318;-3,604;-0,469
"antes";0;-1,187;-5,41;0,55;5,973
"cujo";-0,01;-0,011;-0,01;-3,048;3,251
"acima";0,313;0,091;0,275;2,562;-6,782
"tempo";11,799;12,145;-20,149;4,774;-8,633
"expressamente";-0,322;0,046;-3,374;-1,258;9,425
"diretamente";-1,228;-0,376;36,22;-16,14;-0,945
"sobretudo";-1,637;18,161;-22,918;68,155;-24,147
"muito";-1,724;0,328;-3,033;27,701;-5,626
"m";19,126;-5,921;-0,143;0,004;-1,576
"algum";0,003;0;1,22;2,311;-6,102
"aqui";-2,679;10,082;1,774;0,269;-8,492
"dentro";10,693;12,763;-20,771;18,139;-21,598
"eis";0,383;-4,08;0,77;-4,998;4,804
"terceiro";9,956;-0,09;-10,737;-2,662;5,727
"t";-13,17;-10,121;0,699;-14,163;61,224
"g";-3,118;-0,846;10,732;-1,267;-0,011
"tres";-0,176;-0,284;-2,879;6,571;0,016
"mil";15,304;-5,251;-15,13;37,679;-8,768
"durante";0,234;-0,038;-19,784;33,601;-1,054
"verdadeiro";-5,048;11,099;31,948;-14,049;-8,945
"digitalmente";-16,231;-12,966;-32,883;-20,764;242,835
"si";-2,111;-2,501;48,214;-7,57;-3,929
"saber";-0,024;0,466;-0,264;9,245;-6,744
"maioria";-1,339;-3,818;-20,215;3,187;27,28
"tampouco";-6,345;-1,99;55,728;-6,572;-3,803
"entanto";-2,176;0;2,723;-0,223;-0,001
"notadamente";-2,374;7,299;0,107;1,909;-5,803
"especificamente";0;-0,024;-0,446;10,316;-4,239
"tao";-0,378;-0,194;0,237;-0,127;0,44
"ambos";3,056;-0,235;-4,34;-3,764;7,572
"juridicamente";-6,439;-7,511;140,297;-13,211;-17,981
"igualmente";-4,004;-0,007;1,755;-1,637;2,196
"nenhum";0,073;0,22;-1,208;-0,049;0,486
"nada";-2,738;2,849;-4,111;1,399;0,876
"exclusivamente";-0,765;1,19;0,849;-0,058;-0,701
"parcialmente";-1,711;-0,194;-18,168;0,766;22,622
"lhes";-3,312;12,095;0,341;4,74;-14,006
"eventualmente";-4,43;-5,331;67,203;-4,118;-7,698
"meramente";-5,054;-1,935;25,01;-7,287;0,122
"cinco";22,55;-1,62;-11,782;0,105;0,093
"excelencia";-2,131;-0,892;-2,096;-5,282;28,383
"povo";0,009;34,029;-5,828;3,673;-15,217
"legitimamente";-10,965;-0,443;121,019;-13,276;-19,318
"independentemente";0,062;-0,115;-10,507;-0,166;12,902
"alegadamente";-3,042;-9,638;103,613;-4,883;-17,823
"consoante";-0,689;-1,132;-0,2;0,439;1,745
"l";-0,853;-1,725;-9,061;-8,177;52,028
"liminarmente";-3,57;-3,113;9,72;-1,551;0,817
"cento";82,156;-4,662;-14,671;0,422;-5,343
"efetivamente";0,01;0,473;1,064;-0,164;-1,582
"vinte";74,453;-4,662;-12,105;0,422;-5,343
"preliminarmente";-3,141;-6,051;-0,146;-8,039;38,126
"constitucionalmente";-0,04;90,924;-3,459;-4,653;-11,889
"regularmente";-5,582;-5,123;73,878;-11,073;-3,399
"logo";-1,541;0,02;-2,128;3,999;0,271
"salvo";6,763;3,867;-5,411;-2,293;0,003
"posteriormente";-1,209;1,403;-3,709;3,636;0,021
"quem";0,627;1,979;-7,713;-0,805;3,249
"inicialmente";-2,179;-1,843;0,294;0,239;1,547
"nome";23,321;-0,593;-7,398;1,264;-2,403
"atraves";22,187;-0,142;-9,786;-1,648;0,599
"validamente";-7,58;-4,969;110,094;-10,831;-11,889
"anteriormente";-0,264;-2,936;-7,713;-0,015;20,657
"trinta";97,136;-6,468;-13,987;-1,348;-1,259
"imediatamente";0,627;-0,142;-9,786;4,824;0,599
"apesar";-0,264;0,005;-4,307;14,01;-0,884
"tipo";5,183;-0,515;-5,3;15,889;-6,382
"prontamente";-7,242;-6,785;104,228;-5,971;-13,562
"isto";-0,713;4,084;1,669;0,179;-6,382
"abaixo";-1,419;0,107;-8,47;44,616;-5,729
"devidamente";1,197;1,596;0,001;-0,394;-1,726
"tudo";-0,75;14,608;-4,634;4,146;-3,843
"f";4,471;3,196;-3,07;-1,107;-0,157
"alguma";-0,189;1,421;-0,413;0,034;-0,012
"verdade";0,154;2,29;-0,003;-4,4;0,192
"sequer";0,297;0,477;-2,05;-0,063;0,437
"pronto";-2,425;-3,745;0,975;24,351;-6,89
"h";0,902;-1,854;-9,399;-2,612;22,34
"sim";0,219;1,227;-1,257;-0,576;0,3
"dez";18,722;0,014;-11,934;1,913;-1,826
"recentemente";-5,722;0,477;0,293;2,212;-0,245
"oito";2,942;-1,472;-4,338;12,24;-2,205
"quarenta";11,249;-4,887;-10,567;35,027;-9,077
"justamente";0,003;0,036;-6,841;3,694;0,437
"estritamente";-1,858;-0,061;18,108;-0,029;-7,523
"respectivamente";0,128;1,052;-5,559;0,008;1,327
"sucessivamente";0,041;-1,472;-10,909;-2,045;27,752
"relativamente";3,299;-1,349;-2,554;5,184;-0,99
"quase";-0,557;-0,013;-5,878;46,632;-9,077
"plenamente";-5,385;-0,485;27,434;-2,045;-2,205
"atualmente";7,422;-2,992;-2,809;6,773;-2,205
"x";9,548;7,53;-9,884;-0,083;-1,484
"ultimo";-0,305;-2,399;-9,543;63,065;-5,747
"subsidiariamente";0,277;-0,993;-7,046;-1,34;15,774
"outrossim";0,194;-2,546;-0,024;0,034;0,754
"nossa";-2,19;25,251;-0,383;0,007;-4,704
"precisamente";-4,71;-2,399;26,734;-4,475;-0,075
"pouco";1,603;0,706;-6,378;6,099;-1,866
"agora";-0,945;-0,772;2,354;6,099;-5,049
"xi";25,072;1,716;-6,711;-2,472;-1,053
"supostamente";-0,827;2,311;-0,383;-2,067;2,033
"pro";-0,725;-0,001;-5,107;-3,602;21,004
"eminentemente";-4,542;16,981;7,406;-4,243;-5,397
"consequentemente";0,499;-0,093;-4,303;0;2,953
"cinquenta";70,83;-1,535;-7,494;-3,094;-2,075
"hoje";-1,067;3,505;-4,614;5,425;-0,352
"corrente";3,333;-4,097;-2,635;3,891;-0,002
"excepcionalmente";-0,595;-0,496;-0,911;12,829;-1,197
"quatro";0,103;-0,024;-0,964;7,675;-2,656
"principalmente";-0,604;3,063;-7,836;11,974;-1,141
"integralmente";7,021;-1,818;-0,964;-5,768;4,157
"depois";1,885;0,876;-2,367;0,347;-0,674
"totalmente";-0,033;3,063;-5,381;-0,057;1,622
"documentalmente";-4,036;-3,782;55,785;-1,869;-9,032
"necessariamente";-0,5;0,395;-1,604;4,088;-0,233
"exatamente";-0,229;-0,152;1,32;0,035;-0,375
"bastante";7,796;-1,676;-0,161;0,67;-2,361
"amplamente";-1,579;0,009;-2,792;2,636;1,233
"sete";31,257;-3,308;-7,153;2,636;-3,351
"seis";41,708;-3,15;-6,812;-0,243;-0,539
"previamente";12,606;6,234;-7,494;-1,486;-0,924
"precedentemente";-3,699;-3,466;43,275;-5,286;-2,075
"meu";-0,402;1,87;0,703;-0,001;-1,797
"duzentos";41,708;-0,22;-6,812;0,005;-5,021
"vossa";0,373;0,533;-4,721;-2,868;6,661
"substancialmente";0,031;-0,152;-2,216;1,824;0,175
"senao";-3,194;-0,152;0,386;-0,154;2,099
"nunca";4,576;-2,993;-6,471;23,402;-4,658
"muita";1,521;-0,296;-2,792;4,737;-0,723
"bilhao";7,269;-1,889;-4,085;11,698;-4,512
"absolutamente";-0,311;4,592;-1,139;1,456;-1,528
"vario";-0,311;-3,15;-0,002;16,315;-3,023
"u";2,842;-2,047;-4,426;9,924;-0,932
"indevidamente";-1,283;0,902;4,858;-4,564;-0,009
"claramente";-1,43;0,701;0,979;-0,243;-0,054
"adequadamente";0,031;0,902;-2,216;1,824;-0,375
