"";"classe 1";"classe 2";"classe 3";"classe 4"
"extravasar";0,239;0,516;0,261;0,803
"extraconjugal";0,239;0,146;0,53;0,003
"externalidade";0,239;0,146;0,53;0,003
"extenuando";0,239;0,146;0,53;0,003
"explanar";0,974;0,089;0,53;0,182
"expirar";0,024;0,146;0,53;0,803
"expiracao";0,001;0,146;0,53;0,182
"expedicionario";0,239;0,687;0,53;0,055
"expansivo";0,974;0,516;0,261;0,182
"exorbitante";0,239;0,516;0,261;0,803
"exmos";0,001;0,146;0,53;0,182
"exibicao";0,239;0,146;0,53;0,003
"excepcao";0,239;0,146;0,53;0,003
"exaltar";0,239;0,146;0,53;0,003
"exagero";0,239;0,089;0,261;0,182
"exa";0,974;0,687;0,004;0,182
"europe";0,239;0,146;0,53;0,003
"eter";0,239;0,146;0,53;0,003
"esvaziara";0,239;0,006;0,53;0,182
"estigmatizacao";0,239;0,146;0,53;0,003
"estereotipado";0,239;0,146;0,53;0,003
"estanque";0,239;0,516;0,53;0,404
"estamento";0,239;0,146;0,53;0,003
"estamental";0,239;0,687;0,004;0,803
"estagnacao";0,239;0,146;0,53;0,003
"estadunidense";0,239;0,687;0,53;0,055
"estadia";0,239;0,516;0,53;0,404
"essendi";0,974;0,146;0,53;0,055
"espinhoso";0,239;0,146;0,53;0,003
"espetaculo";0,239;0,687;0,53;0,055
"espelho";0,239;0,146;0,53;0,003
"especializacao";0,266;0,687;0,53;0,803
"esmorecer";0,001;0,146;0,53;0,182
"escutar";0,266;0,146;0,53;0,404
"escravatura";0,239;0,687;0,53;0,055
"escoliar";0,974;0,687;0,53;0,404
"erudicao";0,266;0,687;0,53;0,803
"ernst";0,239;0,146;0,53;0,003
"er";0,308;0,242;0,587;0,923
"equiparavel";0,239;0,146;0,53;0,003
"equipar";0,308;0,208;0,587;0,009
"epoch";0,239;0,146;0,53;0,003
"epis";0,239;0,146;0,53;0,003
"enxurrada";0,239;0,006;0,53;0,182
"enxergar";0,974;0,516;0,53;0,803
"envidassem";0,239;0,146;0,53;0,003
"envergonhado";0,239;0,146;0;0,182
"entabulada";0,239;0,146;0;0,182
"engessar";0,308;0,242;0,587;0,923
"engenhoso";0,239;0,687;0,53;0,055
"engajar";0,239;0,146;0,53;0,003
"enfermaria";0,239;0,146;0,53;0,003
"enfermagem";0,024;0,146;0,53;0,803
"endividamento";0,239;0,516;0,004;0,182
"enda";0,308;0,017;0,587;0,248
"encobrir";0,239;0,687;0,004;0,803
"encia";0,239;0,516;0,004;0,182
"encarecer";0,974;0,516;0,53;0,803
"encaixar";0,239;0,687;0,261;0,404
"enaltecer";0,266;0,516;0,53;0,182
"empreiteiro";0,308;0,208;0;0,248
"empirical";0,239;0,146;0,53;0,003
"emissor";0,024;0,146;0,53;0,803
"emblematico";0,239;0,146;0,53;0,003
"eluf";0,239;0,146;0,53;0,003
"elenco";0,239;0,089;0,53;0,803
"egon";0,974;0,687;0,53;0,404
"edificar";0,239;0,089;0,261;0,182
"ectivos";0,239;0,146;0;0,182
"eclesiastico";0,239;0,089;0,53;0,803
"ecendo";0,001;0,146;0,53;0,182
"dualidade";0,239;0,089;0,53;0,803
"dolo";0,239;0,687;0,53;0,055
"dolar";0,308;0,208;0,587;0,009
"dod";0,239;0,146;0,53;0,003
"doador";0,266;0,146;0,261;0,803
"ditatorial";0,974;0,687;0,53;0,404
"distico";0,239;0,146;0,53;0,003
"distar";0,239;0,146;0,53;0,003
"dissipar";0,974;0,687;0,53;0,404
"dissecar";0,974;0,516;0,53;0,803
"disperso";0,239;0,146;0,53;0,003
"dispensabilidade";0,266;0,516;0,53;0,182
"disfuncionalidade";0,239;0,146;0,261;0,055
"disfarcado";0,024;0,687;0,53;0,182
"discrimination";0,239;0,146;0,53;0,003
"dioxido";0,239;0,146;0,53;0,003
"dinamismo";0,239;0,687;0,53;0,055
"dilma";0,001;0,146;0,53;0,182
"diabetico";0,239;0,146;0,53;0,003
"dezembargador";0,239;0,146;0,53;0,003
"devastacao";0,974;0,146;0,53;0,055
"devasso";0,239;0,146;0,53;0,003
"deutschland";0,239;0,006;0,53;0,182
"deteccao";0,239;0,146;0,53;0,003
"desvelar";0,239;0,146;0,53;0,003
"desvalia";0,974;0,687;0,53;0,404
"desprezo";0,974;0,146;0,53;0,055
"desprender";0,239;0,006;0,53;0,182
"despachei";0,003;0,208;0,587;0,248
"desonera";0,239;0,146;0;0,182
"desmembrar";0,974;0,089;0,53;0,182
"desmedido";0,239;0,146;0,261;0,055
"desmantelamento";0,239;0,146;0,53;0,003
"desgraca";0,239;0,146;0,53;0,003
"desestabilizacao";0,239;0,146;0,53;0,003
"desenfreado";0,239;0,146;0,261;0,055
"descoordenar";0,239;0,146;0,53;0,003
"descer";0,239;0,146;0,53;0,003
"desbordem";0,239;0,089;0,53;0,803
"desatendimento";0,105;0,964;0,587;0,248
"desastre";0,239;0,146;0,261;0,055
"desassossego";0,974;0,687;0,53;0,404
"desarticulacao";0,001;0,146;0,53;0,182
"desaparecimento";0,239;0,146;0,53;0,003
"desaparecer";0,239;0,516;0,53;0,404
"desamparado";0,266;0,146;0,53;0,404
"desabilitar";0,974;0,687;0,53;0,404
"derrogar";0,266;0,516;0,53;0,182
"derretimento";0,239;0,146;0,53;0,003
"depredacao";0,974;0,687;0,53;0,404
"depreciativo";0,239;0,006;0,53;0,182
"depreciar";0,239;0,687;0,53;0,055
"deposicao";0,308;0,964;0,587;0,178
"depen";0,239;0,146;0,53;0,003
"depalma";0,239;0,687;0,53;0,055
"dente";0,239;0,146;0,261;0,055
"delongar";0,266;0,516;0,53;0,182
"delivery";0,239;0,146;0,53;0,003
"deitar";0,239;0,516;0,53;0,404
"definitividade";0,266;0,516;0,53;0,182
"deficitario";0,239;0,089;0,53;0,803
"deferente";0,239;0,006;0,53;0,182
"deep";0,239;0,146;0,53;0,003
"dedo";0,763;0,208;0,587;0,178
"dd";0,239;0,006;0,53;0,182
"daron";0,239;0,146;0,53;0,003
"dangerous";0,239;0,146;0,53;0,003
"custus";0,001;0,146;0,53;0,182
"cultivar";0,239;0,146;0,53;0,003
"csse";0,308;0,208;0,587;0,009
"csp";0,239;0,146;0,53;0,003
"csb";0,239;0,146;0,53;0,003
"cronologia";0,974;0,089;0,53;0,182
"criterioso";0,239;0,146;0,53;0,003
"cristiana";0,239;0,146;0,53;0,003
"cristalizacao";0,266;0,516;0,53;0,182
"criminalizar";0,239;0,146;0,53;0,003
"cpf";0,239;0,146;0,53;0,003
"cortesia";0,308;0,964;0,587;0,178
"correspondencia";0,974;0,687;0,53;0,404
"correia";0,239;0,146;0,53;0,003
"corporificar";0,239;0,146;0,53;0,003
"corporeo";0,239;0,146;0,53;0,003
"corona";0,308;0,208;0,587;0,009
"corinthians";0,308;0,242;0,587;0,923
"coral";0,308;0,208;0,587;0,009
"cop26";0,239;0,146;0,53;0,003
"convocatorio";0,239;0,006;0,53;0,182
"controverte";0,024;0,146;0,261;0,182
"contributo";0,239;0,146;0,53;0,003
"contrastar";0,763;0,242;0,587;0,248
"contrastante";0,239;0,146;0,53;0,003
"contrarrazoes";0,266;0,516;0,53;0,182
"contraprova";0,239;0,516;0,53;0,404
"continuismo";0,239;0,006;0,53;0,182
"contentar";0,239;0,006;0,53;0,182
"contemplacao";0,266;0,146;0,53;0,404
"constitutionnelle";0,239;0,146;0,53;0,003
"consertar";0,974;0,516;0,261;0,182
"consectariamente";0,239;0,516;0,261;0,803
"consagradoras";0,239;0,687;0,53;0,055
"connecticut";0,239;0,146;0,53;0,003
"conlutas";0,239;0,146;0,53;0,003
"conjuncao";0,239;0,687;0,53;0,055
"conivente";0,239;0,146;0,53;0,003
"confrontacao";0,974;0,516;0,53;0,803
"confortavel";0,266;0,516;0,53;0,182
"confluencia";0,239;0,006;0,53;0,182
"condenavel";0,974;0,146;0,53;0,055
"compressao";0,239;0,146;0,004;0,404
"composito";0,239;0,006;0,53;0,182
"competitive";0,308;0,208;0,587;0,009
"compactuar";0,974;0,687;0,53;0,404
"commentarios";0,239;0,687;0,53;0,055
"comicio";0,239;0,687;0,53;0,055
"coluna";0,239;0,687;0,53;0,055
"colorido";0,239;0,089;0,53;0,803
"colmatacao";0,239;0,006;0,53;0,182
"colacionou";0,266;0,516;0,53;0,182
"cognitivo";0,105;0,208;0,587;0,923
"coger";0,239;0,089;0,53;0,803
"codex";0,239;0,516;0,53;0,404
"cobra";0,239;0,146;0,53;0,003
"coagulo";0,239;0,146;0,53;0,003
"coaf";0,239;0,146;0;0,182
"clarificar";0,024;0,146;0,53;0,803
"civitas";0,239;0,089;0,53;0,803
"cisgenero";0,239;0,146;0,53;0,003
"chocante";0,239;0,146;0,53;0,003
"china";0,308;0,208;0,587;0,009
"chevallier";0,239;0,146;0,53;0,003
"charles";0,974;0,089;0,53;0,182
"chapada";0,974;0,516;0,53;0,803
"chao";0,239;0,146;0,53;0,003
"chaga";0,974;0,146;0,53;0,055
"cerceio";0,763;0,208;0,587;0,178
"cedimento";0,763;0,242;0,587;0,248
"cauteloso";0,974;0,687;0,53;0,404
"castidade";0,239;0,146;0,53;0,003
"cardiopata";0,239;0,146;0,53;0,003
"cardin";0,239;0,146;0,53;0,003
"carceragem";0,239;0,146;0,53;0,003
"cara";0,974;0,089;0,53;0,182
"capitis";0,239;0,006;0,53;0,182
"capacitar";0,239;0,687;0,53;0,055
"cantwell";0,239;0,146;0,53;0,003
"cantar";0,239;0,146;0,53;0,003
"cansar";0,266;0,687;0,53;0,803
"canone";0,239;0,089;0,53;0,803
"cancerigeno";0,239;0,146;0,53;0,003
"canada";0,239;0,146;0,53;0,003
"campeao";0,239;0,146;0,53;0,003
"cambial";0,239;0,146;0;0,182
"calouste";0,239;0,146;0,53;0,003
"cairo";0,239;0,146;0,53;0,003
"cadastral";0,763;0,208;0,587;0,178
"cabal";0,974;0,516;0,53;0,803
"business";0,308;0,208;0,587;0,009
"burke";0,239;0,146;0,53;0,003
"bundesrepublik";0,239;0,006;0,53;0,182
"bucci";0,239;0,516;0,53;0,404
"bruce";0,239;0,146;0,53;0,003
"briguiet";0,239;0,006;0,53;0,182
"boverio";0,003;0,208;0,587;0,248
"border";0,001;0,146;0,53;0,182
"black";0,239;0,146;0,53;0,003
"biunivoco";0,239;0,146;0;0,182
"biografado";0,239;0,146;0,53;0,003
"berlin";0,308;0,208;0,587;0,009
"berco";0,974;0,516;0,53;0,803
"bentham";0,239;0,146;0,261;0,055
"benemerencia";0,308;0,017;0,587;0,248
"beneficiamento";0,239;0,516;0,261;0,803
"beleza";0,974;0,146;0,53;0,055
"bau";0,308;0,208;0,587;0,009
"barzotto";0,308;0,208;0,587;0,009
"barracao";0,239;0,146;0,53;0,003
"barbarie";0,308;0,964;0,587;0,178
"banir";0,308;0,208;0,587;0,009
"banalizacao";0,974;0,516;0,53;0,803
"balsa";0,308;0,208;0,587;0,009
"balao";0,266;0,146;0,53;0,404
"baiano";0,239;0,089;0,53;0,803
"axioma";0,266;0,516;0,53;0,182
"avesso";0,239;0,146;0,53;0,003
"aversao";0,239;0,687;0,53;0,055
"aventura";0,239;0,146;0,53;0,003
"ava";0,974;0,146;0;0,182
"av";0,024;0,146;0,53;0,803
"autorizativas";0,239;0,146;0;0,803
"austria";0,239;0,146;0,53;0,003
"austeridade";0,308;0,242;0,139;0,248
"auspicio";0,239;0,089;0,53;0,803
"aurelino";0,239;0,006;0,53;0,182
"auditorio";0,974;0,146;0,261;0,404
"audio";0,024;0,687;0,53;0,182
"atricon";0,266;0,516;0,53;0,182
"atrasar";0,239;0,146;0,53;0,003
"atienza";0,239;0,687;0,53;0,055
"atalho";0,974;0,146;0,53;0,055
"assombro";0,239;0,146;0,53;0,003
"assistente";0,239;0,687;0,53;0,055
"assimilacao";0,239;0,146;0,261;0,055
"assimetrico";0,239;0,146;0;0,182
"asp";0,239;0,146;0,53;0,003
"ary";0,024;0,687;0,53;0,182
"arrepio";0,974;0,687;0,261;0,803
"arrecadatoria";0,239;0,146;0;0,182
"arraigado";0,239;0,146;0,53;0,003
"arquipelago";0,308;0,208;0,587;0,009
"arkansas";0,239;0,146;0,53;0,003
"arestos";0,001;0,146;0,53;0,182
"aquinhoar";0,239;0,146;0;0,182
"aquiescendo";0,001;0,146;0,53;0,182
"aprisionar";0,239;0,146;0,53;0,003
"apreciavel";0,974;0,146;0,53;0,055
"aposentar";0,239;0,146;0,53;0,003
"aplicador";0,239;0,687;0,53;0,055
"apegar";0,239;0,006;0,53;0,182
"apdf";0,001;0,146;0,53;0,182
"aparentar";0,239;0,006;0,53;0,182
"aparador";0,239;0,687;0,53;0,055
"apanhar";0,105;0,964;0,587;0,248
"antidoto";0,239;0,146;0,53;0,003
"animosidade";0,239;0,146;0,53;0,003
"anhaia";0,239;0,146;0,53;0,003
"anater";0,239;0,146;0,261;0,055
"anamma";0,239;0,146;0,53;0,003
"amortizar";0,974;0,687;0,261;0,803
"amortizacao";0,239;0,146;0;0,182
"amordacar";0,239;0,146;0,53;0,003
"amesquinhar";0,239;0,516;0,53;0,404
"amarelo";0,239;0,146;0,53;0,003
"amar";0,239;0,687;0,53;0,055
"aloysio";0,239;0,006;0,53;0,182
"alojar";0,239;0,146;0,53;0,003
"almagrar";0,239;0,006;0,53;0,182
"allgemeine";0,266;0,687;0,261;0,182
"alla";0,239;0,146;0,53;0,003
"aliviar";0,239;0,146;0,53;0,003
"alienaçao";0,001;0,146;0,53;0,182
"alentar";0,024;0,687;0,53;0,182
"aldeia";0,239;0,146;0,53;0,003
"alcoolico";0,239;0,146;0,53;0,003
"alcino";0,239;0,089;0,53;0,803
"alca";0,239;0,146;0,53;0,003
"albert";0,308;0,208;0,587;0,009
"alastrar";0,239;0,146;0,53;0,003
"agronomico";0,239;0,146;0,53;0,003
"agronegocio";0,239;0,146;0,53;0,003
"agressivo";0,974;0,146;0,53;0,055
"agreg";0,001;0,146;0,53;0,182
"agnostico";0,239;0,146;0,53;0,003
"against";0,308;0,964;0,587;0,178
"after";0,239;0,146;0,53;0,003
"afetacao";0,024;0,687;0,53;0,182
"af";0,239;0,146;0,53;0,003
"aespri";0,239;0,146;0;0,182
"adstringe";0,266;0,516;0,53;0,182
"adolescencia";0,239;0,146;0,53;0,003
"administrativista";0,239;0,516;0,53;0,404
"aderente";0,974;0,089;0,53;0,182
"ada";0,105;0,208;0,587;0,923
"acolhi";0,003;0,208;0,587;0,248
"acodamento";0,308;0,242;0,587;0,923
"achin";0,763;0,242;0,587;0,248
"academia";0,239;0,146;0,53;0,003
"abstraido";0,239;0,006;0,53;0,182
"absolutista";0,239;0,516;0,53;0,404
"abranches";0,239;0,146;0,53;0,003
"aborrecer";0,239;0,006;0,53;0,182
"abjeto";0,239;0,146;0,53;0,003
"abierta";0,239;0,146;0,53;0,003
"aberracao";0,239;0,089;0,53;0,803
"abalar";0,001;0,146;0,53;0,182
"7o";0,974;0,089;0,53;0,182
"2kgs";0,239;0,146;0,53;0,003
"00j4";0,239;0,146;0;0,182
"zoneamento";0,308;0,208;0,587;0,009
"zerando";0,003;0,208;0,587;0,248
"yuval";0,308;0,208;0,587;0,009
"youtube";0,308;0,208;0,587;0,009
"xxviii";0,308;0,208;0,587;0,009
"www25";0,308;0,017;0,587;0,248
"www12";0,308;0,208;0,587;0,009
"wille";0,308;0,208;0,139;0,178
"werneck";0,763;0,208;0,587;0,178
"weintraub";0,003;0,208;0,587;0,248
"weimar";0,308;0,208;0,587;0,009
"warren";0,308;0,208;0,587;0,009
"wardle";0,308;0,208;0,587;0,009
"vulto";0,308;0,208;0;0,923
"vulgarizacao";0,308;0,242;0,587;0,923
"vitorioso";0,308;0,242;0,587;0,923
"vitimizacao";0,308;0,208;0,587;0,009
"visoria";0,308;0,017;0,587;0,248
"visconde";0,763;0,964;0,587;0,923
"vingar";0,308;0,208;0,587;0,009
"vindicar";0,003;0,208;0,587;0,248
"vigilia";0,763;0,964;0,587;0,923
"view";0,308;0,208;0,587;0,009
"viena";0,308;0,208;0,587;0,009
"viabilizarem";0,308;0,242;0,587;0,923
"vestuario";0,308;0,208;0,587;0,009
"vestigio";0,308;0,964;0,587;0,178
"vertiginoso";0,308;0,208;0,587;0,009
"vertice";0,308;0,964;0,587;0,178
"verticalizada";0,003;0,208;0,587;0,248
"verticalizacao";0,105;0,964;0,587;0,248
"verticalidade";0,105;0,208;0,587;0,923
"verginia";0,308;0,964;0,587;0,178
"verfassungsrecht";0,308;0,017;0,587;0,248
"veredito";0,308;0,017;0,587;0,248
"vento";0,308;0,208;0,587;0,009
"venezuelano";0,308;0,208;0,587;0,009
"veneno";0,308;0,964;0,587;0,178
"veemente";0,763;0,964;0,587;0,923
"vaticano";0,308;0,208;0,587;0,009
"vargas";0,308;0,964;0,587;0,178
"valder";0,308;0,964;0,587;0,178
"vagar";0,763;0,964;0,587;0,923
"ussc";0,308;0,208;0,587;0,009
"usivamente";0,308;0,208;0;0,248
"urologista";0,308;0,208;0,587;0,009
"urgenza";0,308;0,017;0,587;0,248
"universalizar";0,308;0,017;0,587;0,248
"universalista";0,308;0,208;0,587;0,009
"unidimensionalizantes";0,308;0,208;0,587;0,009
"under";0,308;0,208;0,587;0,009
"ultrapassagem";0,308;0,964;0,587;0,178
"ultimacao";0,308;0,017;0,587;0,248
"uksc";0,308;0,242;0,587;0,923
"uif";0,763;0,964;0,139;0,248
"ucia";0,003;0,208;0,587;0,248
"uchoa";0,308;0,208;0,587;0,009
"typographia";0,308;0,208;0,587;0,009
"turim";0,308;0,208;0,587;0,009
"tumultuar";0,105;0,208;0,587;0,923
"tropa";0,763;0,964;0,587;0,923
"trivial";0,763;0,208;0;0,248
"trigueiro";0,308;0,208;0,587;0,009
"travelers";0,308;0,208;0,587;0,009
"traumatico";0,308;0,964;0,587;0,178
"tratassemos";0,308;0,017;0,587;0,248
"trasladar";0,105;0,964;0,587;0,248
"transsexual";0,308;0,208;0,587;0,009
"transparecer";0,308;0,964;0,587;0,178
"transgredidos";0,763;0,964;0,587;0,923
"trancamento";0,308;0,017;0,587;0,248
"traficante";0,308;0,208;0,587;0,009
"tracao";0,308;0,964;0,587;0,178
"touro";0,308;0,208;0,587;0,009
"torturar";0,308;0,964;0,587;0,178
"torpe";0,308;0,208;0,587;0,009
"tombamento";0,308;0,208;0,587;0,009
"tolheria";0,308;0,208;0,587;0,009
"toga";0,308;0,964;0,587;0,178
"toffolli";0,105;0,208;0,587;0,923
"tjba";0,308;0,017;0,587;0,248
"thru";0,308;0,208;0,587;0,009
"tessitura";0,308;0,017;0,587;0,248
"terror";0,308;0,964;0,587;0,178
"tergiversacao";0,308;0,208;0,587;0,009
"teratologico";0,308;0,242;0,587;0,923
"teologico";0,308;0,208;0,587;0,009
"tenro";0,308;0,208;0,587;0,009
"temperanca";0,308;0,242;0,587;0,923
"telepresencial";0,105;0,208;0,587;0,923
"telefonia";0,308;0,208;0,139;0,178
"tecnicalidade";0,763;0,964;0,587;0,923
"taveira";0,308;0,208;0,139;0,178
"tatico";0,308;0,964;0,587;0,178
"tardar";0,308;0,208;0,587;0,009
"tarar";0,308;0,208;0;0,248
"tamoio";0,763;0,208;0,587;0,178
"taco";0,308;0,208;0,587;0,009
"system";0,308;0,242;0,587;0,923
"sv";0,763;0,242;0,587;0,248
"sutileza";0,308;0,964;0,587;0,178
"supranacional";0,308;0,208;0,587;0,009
"supramencionadas";0,308;0,242;0,139;0,248
"supertransmissao";0,308;0,208;0,587;0,009
"superposicao";0,763;0,242;0,587;0,248
"superpoderes";0,308;0,208;0;0,248
"superavit";0,308;0,208;0;0,248
"superavel";0,003;0,208;0,587;0,248
"super";0,308;0,017;0,587;0,248
"supedaneo";0,105;0,208;0,587;0,923
"sullivan";0,308;0,208;0,587;0,009
"suicidio";0,763;0,208;0,587;0,178
"suicida";0,308;0,964;0,587;0,178
"suhrkamp";0,308;0,208;0,587;0,009
"suficiencia";0,763;0,964;0,139;0,248
"subtitulo";0,308;0,208;0;0,248
"subsume";0,308;0,017;0,587;0,248
"submisso";0,308;0,964;0,587;0,178
"sublime";0,308;0,208;0,587;0,009
"subemprego";0,308;0,208;0,587;0,009
"subdividir";0,763;0,964;0,587;0,923
"struidas";0,308;0,017;0,587;0,248
"stro";0,105;0,208;0,139;0,248
"straordinari";0,308;0,017;0,587;0,248
"storia";0,308;0,208;0,587;0,009
"steve";0,308;0,964;0,587;0,178
"steinmetz";0,308;0,208;0,587;0,009
"statement";0,308;0,964;0,587;0,178
"speach";0,308;0,208;0,587;0,009
"spa";0,308;0,208;0,587;0,009
"sous";0,308;0,208;0,587;0,009
"sonia";0,308;0,208;0,587;0,009
"som";0,763;0,208;0,587;0,178
"solvida";0,003;0,208;0,587;0,248
"solteiro";0,308;0,208;0,587;0,009
"sociopolitico";0,308;0,964;0,587;0,178
"sociologo";0,308;0,208;0,587;0,009
"sociologico";0,308;0,242;0,587;0,923
"sobrestar";0,308;0,017;0,587;0,248
"sobrepreco";0,308;0,208;0,139;0,178
"sobra";0,308;0,208;0,587;0,009
"slapper";0,308;0,208;0,587;0,009
"sindicar";0,763;0,242;0,587;0,248
"sinalizador";0,308;0,964;0,587;0,178
"sinalizacao";0,308;0,964;0,139;0,923
"sinagoga";0,308;0,208;0,587;0,009
"shtml";0,308;0,208;0,587;0,009
"show";0,763;0,208;0,587;0,178
"sg";0,763;0,208;0,587;0,178
"severidade";0,308;0,964;0,587;0,178
"serviente";0,763;0,242;0,587;0,248
"serventia";0,105;0,964;0,587;0,248
"serrinha";0,003;0,208;0,587;0,248
"sereno";0,003;0,208;0,587;0,248
"serenidade";0,763;0,208;0,587;0,178
"sensacionalismo";0,308;0,017;0,587;0,248
"seminario";0,763;0,964;0,587;0,923
"semente";0,308;0,208;0,587;0,009
"semear";0,763;0,964;0,587;0,923
"segmentacao";0,308;0,242;0,139;0,248
"sedutor";0,308;0,242;0,587;0,923
"sector";0,105;0,208;0,587;0,923
"sda";0,763;0,208;0,587;0,178
"saxonica";0,763;0,242;0,587;0,248
"saxao";0,763;0,964;0,587;0,923
"satis";0,308;0,964;0,587;0,178
"satirico";0,308;0,208;0,587;0,009
"sarney";0,308;0,017;0,587;0,248
"sanguinario";0,308;0,208;0,587;0,009
"sanccao";0,308;0,017;0,587;0,248
"sanavel";0,003;0,208;0,587;0,248
"salles";0,308;0,242;0,139;0,248
"rumoroso";0,308;0,242;0,587;0,923
"ruiz";0,308;0,964;0,587;0,178
"rubens";0,308;0,208;0,139;0,178
"rsi";0,308;0,208;0,587;0,009
"rp7";0,308;0,208;0;0,248
"roubo";0,308;0,964;0,587;0,178
"rosto";0,308;0,242;0,587;0,923
"rossano";0,308;0,017;0,587;0,248
"romenia";0,308;0,208;0,587;0,009
"rodriguez";0,308;0,208;0,587;0,009
"rodear";0,763;0,208;0,587;0,178
"ritualistico";0,763;0,964;0,587;0,923
"riamente";0,308;0,208;0;0,248
"revolucionario";0,308;0,964;0,587;0,178
"revolucionar";0,308;0,208;0,587;0,009
"reviver";0,308;0,964;0,587;0,178
"revisitacao";0,763;0,964;0,587;0,923
"reversivel";0,763;0,964;0,587;0,923
"retroalimentando";0,308;0,208;0,587;0,009
"retrato";0,308;0,208;0;0,923
"retracao";0,308;0,964;0,587;0,178
"retora";0,308;0,017;0,587;0,248
"rete";0,308;0,208;0,587;0,009
"ressoar";0,308;0,242;0,587;0,923
"ressentir";0,105;0,208;0,139;0,248
"resistente";0,308;0,208;0,587;0,009
"resiliencia";0,308;0,208;0,587;0,009
"repugnar";0,763;0,964;0,587;0,923
"republic";0,763;0,208;0,587;0,178
"repticia";0,763;0,964;0,587;0,923
"reprovabilidade";0,308;0,964;0,587;0,178
"repristinadas";0,003;0,208;0,587;0,248
"replicar";0,308;0,242;0,587;0,923
"repiso";0,105;0,208;0,587;0,923
"repetitivo";0,763;0,964;0,587;0,923
"repertorio";0,003;0,208;0,587;0,248
"repentino";0,308;0,964;0,587;0,178
"renovo";0,105;0,208;0,587;0,923
"renome";0,763;0,208;0,587;0,178
"relints";0,308;0,017;0,587;0,248
"religion";0,308;0,208;0,587;0,009
"reinclusao";0,003;0,208;0,587;0,248
"reinante";0,308;0,242;0,587;0,923
"regulacion";0,308;0,208;0,587;0,009
"registral";0,308;0,208;0,587;0,009
"refratario";0,308;0,208;0,587;0,009
"reflexamente";0,763;0,964;0,587;0,923
"referedum";0,105;0,208;0,139;0,248
"refah";0,308;0,964;0,587;0,178
"reequilibrar";0,308;0,242;0,139;0,248
"reeditar";0,308;0,017;0,587;0,248
"redutor";0,105;0,208;0,139;0,248
"redesignacao";0,308;0,208;0,587;0,009
"redatoria";0,105;0,964;0,587;0,248
"reconciliacao";0,308;0,964;0,587;0,178
"rechtsstaat";0,308;0,208;0,587;0,009
"reapreciar";0,003;0,208;0,587;0,248
"reale";0,763;0,208;0,587;0,178
"rateio";0,308;0,208;0;0,248
"ratar";0,308;0,208;0,587;0,009
"ranking";0,308;0,208;0,139;0,178
"ramon";0,763;0,242;0,587;0,248
"ramalhar";0,763;0,208;0,587;0,178
"ramada";0,308;0,964;0,587;0,178
"rahal";0,308;0,208;0,587;0,009
"radioeletrico";0,308;0,208;0,587;0,009
"radiodifusao";0,763;0,208;0,587;0,178
"questions";0,308;0,964;0,587;0,178
"quebrantaria";0,308;0,208;0,587;0,009
"quantificar";0,308;0,964;0;0,248
"qu";0,105;0,964;0,587;0,248
"puta";0,308;0,208;0,587;0,009
"pupilo";0,308;0,208;0,587;0,009
"pupi";0,308;0,964;0,587;0,178
"puf";0,003;0,208;0,587;0,248
"publicum";0,308;0,208;0,587;0,009
"publicizados";0,308;0,964;0,587;0,178
"pubico";0,308;0,242;0,139;0,248
"proviso";0,308;0,017;0,587;0,248
"provir";0,308;0,964;0,587;0,178
"provincia";0,308;0,964;0,587;0,178
"protestar";0,308;0,964;0,587;0,178
"proscrito";0,308;0,964;0,587;0,178
"propugno";0,003;0,208;0,587;0,248
"propenso";0,308;0,964;0,587;0,178
"prontidao";0,763;0,964;0,587;0,923
"promulgamos";0,308;0,964;0,587;0,178
"prolongamento";0,308;0,964;0,587;0,178
"projecto";0,308;0,017;0,587;0,248
"prognostico";0,308;0,242;0,587;0,923
"prognose";0,763;0,964;0,587;0,923
"profusao";0,763;0,242;0,587;0,248
"profilaxia";0,308;0,208;0,587;0,009
"processante";0,308;0,017;0,587;0,248
"procedendi";0,308;0,017;0,587;0,248
"probleme";0,308;0,208;0,587;0,009
"priorizado";0,308;0,208;0,587;0,009
"print";0,105;0,208;0,587;0,923
"principe";0,763;0,208;0,587;0,178
"previsivel";0,308;0,964;0,587;0,178
"prevalente";0,763;0,242;0,587;0,248
"pretoriano";0,308;0,242;0,587;0,923
"prestacionais";0,308;0,242;0,587;0,923
"presa";0,308;0,964;0,587;0,178
"prenunciar";0,308;0,242;0,587;0,923
"prensa";0,308;0,208;0,587;0,009
"pregresso";0,308;0,242;0,139;0,248
"predominio";0,308;0,017;0,587;0,248
"precarizacao";0,308;0,208;0;0,248
"praticante";0,763;0,208;0,587;0,178
"poupar";0,763;0,208;0,587;0,178
"potere";0,308;0,964;0,587;0,178
"potencializo";0,308;0,017;0,587;0,248
"potavel";0,308;0,208;0,587;0,009
"positivado49";0,308;0,208;0,587;0,009
"positivacao";0,308;0,242;0,139;0,248
"pormenorizar";0,308;0,964;0;0,248
"pormenor";0,763;0,964;0,587;0,923
"populista";0,308;0,964;0,587;0,178
"populi";0,308;0,208;0,587;0,009
"politicidade";0,763;0,242;0,587;0,248
"poliomielite";0,308;0,208;0,587;0,009
"poggere";0,308;0,017;0,587;0,248
"plus";0,763;0,242;0,587;0,248
"ploas";0,308;0,964;0;0,248
"plementar";0,105;0,964;0,587;0,248
"pld";0,308;0,017;0,587;0,248
"players";0,308;0,208;0,587;0,009
