"";"classe 1";"classe 2";"classe 3";"classe 4"
"desamparado";1,236;-2,114;-0,394;0,695
"desabilitar";-0,001;-0,162;-0,394;0,695
"derrogar";1,236;0,421;-0,394;-1,777
"derretimento";-1,384;-2,114;-0,394;9,004
"depredacao";-0,001;-0,162;-0,394;0,695
"depreciativo";-1,384;7,572;-0,394;-1,777
"depreciar";-1,384;-0,162;-0,394;3,676
"deposicao";-1,038;-0,002;-0,295;1,816
"depen";-1,384;-2,114;-0,394;9,004
"depalma";-1,384;-0,162;-0,394;3,676
"dente";-1,384;-2,114;1,262;3,676
"delongar";1,236;0,421;-0,394;-1,777
"delivery";-1,384;-2,114;-0,394;9,004
"deitar";-1,384;0,421;-0,394;0,695
"definitividade";1,236;0,421;-0,394;-1,777
"deficitario";-1,384;2,891;-0,394;-0,062
"deferente";-1,384;7,572;-0,394;-1,777
"deep";-1,384;-2,114;-0,394;9,004
"dedo";0,091;-1,585;-0,295;1,816
"dd";-1,384;7,572;-0,394;-1,777
"daron";-1,384;-2,114;-0,394;9,004
"dangerous";-1,384;-2,114;-0,394;9,004
"custus";11,559;-2,114;-0,394;-1,777
"cultivar";-1,384;-2,114;-0,394;9,004
"csse";-1,038;-1,585;-0,295;6,753
"csp";-1,384;-2,114;-0,394;9,004
"csb";-1,384;-2,114;-0,394;9,004
"cronologia";-0,001;2,891;-0,394;-1,777
"criterioso";-1,384;-2,114;-0,394;9,004
"cristiana";-1,384;-2,114;-0,394;9,004
"cristalizacao";1,236;0,421;-0,394;-1,777
"criminalizar";-1,384;-2,114;-0,394;9,004
"cpf";-1,384;-2,114;-0,394;9,004
"cortesia";-1,038;-0,002;-0,295;1,816
"correspondencia";-0,001;-0,162;-0,394;0,695
"correia";-1,384;-2,114;-0,394;9,004
"corporificar";-1,384;-2,114;-0,394;9,004
"corporeo";-1,384;-2,114;-0,394;9,004
"corona";-1,038;-1,585;-0,295;6,753
"corinthians";-1,038;1,367;-0,295;0,009
"coral";-1,038;-1,585;-0,295;6,753
"cop26";-1,384;-2,114;-0,394;9,004
"convocatorio";-1,384;7,572;-0,394;-1,777
"controverte";5,088;-2,114;1,262;-1,777
"contributo";-1,384;-2,114;-0,394;9,004
"contrastar";0,091;1,367;-0,295;-1,333
"contrastante";-1,384;-2,114;-0,394;9,004
"contrarrazoes";1,236;0,421;-0,394;-1,777
"contraprova";-1,384;0,421;-0,394;0,695
"continuismo";-1,384;7,572;-0,394;-1,777
"contentar";-1,384;7,572;-0,394;-1,777
"contemplacao";1,236;-2,114;-0,394;0,695
"constitutionnelle";-1,384;-2,114;-0,394;9,004
"consertar";-0,001;0,421;1,262;-1,777
"consectariamente";-1,384;0,421;1,262;-0,062
"consagradoras";-1,384;-0,162;-0,394;3,676
"connecticut";-1,384;-2,114;-0,394;9,004
"conlutas";-1,384;-2,114;-0,394;9,004
"conjuncao";-1,384;-0,162;-0,394;3,676
"conivente";-1,384;-2,114;-0,394;9,004
"confrontacao";-0,001;0,421;-0,394;-0,062
"confortavel";1,236;0,421;-0,394;-1,777
"confluencia";-1,384;7,572;-0,394;-1,777
"condenavel";-0,001;-2,114;-0,394;3,676
"compressao";-1,384;-2,114;8,262;0,695
"composito";-1,384;7,572;-0,394;-1,777
"competitive";-1,038;-1,585;-0,295;6,753
"compactuar";-0,001;-0,162;-0,394;0,695
"commentarios";-1,384;-0,162;-0,394;3,676
"comicio";-1,384;-0,162;-0,394;3,676
"coluna";-1,384;-0,162;-0,394;3,676
"colorido";-1,384;2,891;-0,394;-0,062
"colmatacao";-1,384;7,572;-0,394;-1,777
"colacionou";1,236;0,421;-0,394;-1,777
"cognitivo";2,635;-1,585;-0,295;0,009
"coger";-1,384;2,891;-0,394;-0,062
"codex";-1,384;0,421;-0,394;0,695
"cobra";-1,384;-2,114;-0,394;9,004
"coagulo";-1,384;-2,114;-0,394;9,004
"coaf";-1,384;-2,114;40,654;-1,777
"clarificar";5,088;-2,114;-0,394;-0,062
"civitas";-1,384;2,891;-0,394;-0,062
"cisgenero";-1,384;-2,114;-0,394;9,004
"chocante";-1,384;-2,114;-0,394;9,004
"china";-1,038;-1,585;-0,295;6,753
"chevallier";-1,384;-2,114;-0,394;9,004
"charles";-0,001;2,891;-0,394;-1,777
"chapada";-0,001;0,421;-0,394;-0,062
"chao";-1,384;-2,114;-0,394;9,004
"chaga";-0,001;-2,114;-0,394;3,676
"cerceio";0,091;-1,585;-0,295;1,816
"cedimento";0,091;1,367;-0,295;-1,333
"cauteloso";-0,001;-0,162;-0,394;0,695
"castidade";-1,384;-2,114;-0,394;9,004
"cardiopata";-1,384;-2,114;-0,394;9,004
"cardin";-1,384;-2,114;-0,394;9,004
"carceragem";-1,384;-2,114;-0,394;9,004
"cara";-0,001;2,891;-0,394;-1,777
"capitis";-1,384;7,572;-0,394;-1,777
"capacitar";-1,384;-0,162;-0,394;3,676
"cantwell";-1,384;-2,114;-0,394;9,004
"cantar";-1,384;-2,114;-0,394;9,004
"cansar";1,236;-0,162;-0,394;-0,062
"canone";-1,384;2,891;-0,394;-0,062
"cancerigeno";-1,384;-2,114;-0,394;9,004
"canada";-1,384;-2,114;-0,394;9,004
"campeao";-1,384;-2,114;-0,394;9,004
"cambial";-1,384;-2,114;40,654;-1,777
"calouste";-1,384;-2,114;-0,394;9,004
"cairo";-1,384;-2,114;-0,394;9,004
"cadastral";0,091;-1,585;-0,295;1,816
"cabal";-0,001;0,421;-0,394;-0,062
"business";-1,038;-1,585;-0,295;6,753
"burke";-1,384;-2,114;-0,394;9,004
"bundesrepublik";-1,384;7,572;-0,394;-1,777
"bucci";-1,384;0,421;-0,394;0,695
"bruce";-1,384;-2,114;-0,394;9,004
"briguiet";-1,384;7,572;-0,394;-1,777
"boverio";8,669;-1,585;-0,295;-1,333
"border";11,559;-2,114;-0,394;-1,777
"black";-1,384;-2,114;-0,394;9,004
"biunivoco";-1,384;-2,114;40,654;-1,777
"biografado";-1,384;-2,114;-0,394;9,004
"berlin";-1,038;-1,585;-0,295;6,753
"berco";-0,001;0,421;-0,394;-0,062
"bentham";-1,384;-2,114;1,262;3,676
"benemerencia";-1,038;5,679;-0,295;-1,333
"beneficiamento";-1,384;0,421;1,262;-0,062
"beleza";-0,001;-2,114;-0,394;3,676
"bau";-1,038;-1,585;-0,295;6,753
"barzotto";-1,038;-1,585;-0,295;6,753
"barracao";-1,384;-2,114;-0,394;9,004
"barbarie";-1,038;-0,002;-0,295;1,816
"banir";-1,038;-1,585;-0,295;6,753
"banalizacao";-0,001;0,421;-0,394;-0,062
"balsa";-1,038;-1,585;-0,295;6,753
"balao";1,236;-2,114;-0,394;0,695
"baiano";-1,384;2,891;-0,394;-0,062
"axioma";1,236;0,421;-0,394;-1,777
"avesso";-1,384;-2,114;-0,394;9,004
"aversao";-1,384;-0,162;-0,394;3,676
"aventura";-1,384;-2,114;-0,394;9,004
"ava";-0,001;-2,114;21,392;-1,777
"av";5,088;-2,114;-0,394;-0,062
"autorizativas";-1,384;-2,114;21,392;-0,062
"austria";-1,384;-2,114;-0,394;9,004
"austeridade";-1,038;1,367;2,185;-1,333
"auspicio";-1,384;2,891;-0,394;-0,062
"aurelino";-1,384;7,572;-0,394;-1,777
"auditorio";-0,001;-2,114;1,262;0,695
"audio";5,088;-0,162;-0,394;-1,777
"atricon";1,236;0,421;-0,394;-1,777
"atrasar";-1,384;-2,114;-0,394;9,004
"atienza";-1,384;-0,162;-0,394;3,676
"atalho";-0,001;-2,114;-0,394;3,676
"assombro";-1,384;-2,114;-0,394;9,004
"assistente";-1,384;-0,162;-0,394;3,676
"assimilacao";-1,384;-2,114;1,262;3,676
"assimetrico";-1,384;-2,114;40,654;-1,777
"asp";-1,384;-2,114;-0,394;9,004
"ary";5,088;-0,162;-0,394;-1,777
"arrepio";-0,001;-0,162;1,262;-0,062
"arrecadatoria";-1,384;-2,114;40,654;-1,777
"arraigado";-1,384;-2,114;-0,394;9,004
"arquipelago";-1,038;-1,585;-0,295;6,753
"arkansas";-1,384;-2,114;-0,394;9,004
"arestos";11,559;-2,114;-0,394;-1,777
"aquinhoar";-1,384;-2,114;40,654;-1,777
"aquiescendo";11,559;-2,114;-0,394;-1,777
"aprisionar";-1,384;-2,114;-0,394;9,004
"apreciavel";-0,001;-2,114;-0,394;3,676
"aposentar";-1,384;-2,114;-0,394;9,004
"aplicador";-1,384;-0,162;-0,394;3,676
"apegar";-1,384;7,572;-0,394;-1,777
"apdf";11,559;-2,114;-0,394;-1,777
"aparentar";-1,384;7,572;-0,394;-1,777
"aparador";-1,384;-0,162;-0,394;3,676
"apanhar";2,635;-0,002;-0,295;-1,333
"antidoto";-1,384;-2,114;-0,394;9,004
"animosidade";-1,384;-2,114;-0,394;9,004
"anhaia";-1,384;-2,114;-0,394;9,004
"anater";-1,384;-2,114;1,262;3,676
"anamma";-1,384;-2,114;-0,394;9,004
"amortizar";-0,001;-0,162;1,262;-0,062
"amortizacao";-1,384;-2,114;40,654;-1,777
"amordacar";-1,384;-2,114;-0,394;9,004
"amesquinhar";-1,384;0,421;-0,394;0,695
"amarelo";-1,384;-2,114;-0,394;9,004
"amar";-1,384;-0,162;-0,394;3,676
"aloysio";-1,384;7,572;-0,394;-1,777
"alojar";-1,384;-2,114;-0,394;9,004
"almagrar";-1,384;7,572;-0,394;-1,777
"allgemeine";1,236;-0,162;1,262;-1,777
"alla";-1,384;-2,114;-0,394;9,004
"aliviar";-1,384;-2,114;-0,394;9,004
"alienaçao";11,559;-2,114;-0,394;-1,777
"alentar";5,088;-0,162;-0,394;-1,777
"aldeia";-1,384;-2,114;-0,394;9,004
"alcoolico";-1,384;-2,114;-0,394;9,004
"alcino";-1,384;2,891;-0,394;-0,062
"alca";-1,384;-2,114;-0,394;9,004
"albert";-1,038;-1,585;-0,295;6,753
"alastrar";-1,384;-2,114;-0,394;9,004
"agronomico";-1,384;-2,114;-0,394;9,004
"agronegocio";-1,384;-2,114;-0,394;9,004
"agressivo";-0,001;-2,114;-0,394;3,676
"agreg";11,559;-2,114;-0,394;-1,777
"agnostico";-1,384;-2,114;-0,394;9,004
"against";-1,038;-0,002;-0,295;1,816
"after";-1,384;-2,114;-0,394;9,004
"afetacao";5,088;-0,162;-0,394;-1,777
"af";-1,384;-2,114;-0,394;9,004
"aespri";-1,384;-2,114;40,654;-1,777
"adstringe";1,236;0,421;-0,394;-1,777
"adolescencia";-1,384;-2,114;-0,394;9,004
"administrativista";-1,384;0,421;-0,394;0,695
"aderente";-0,001;2,891;-0,394;-1,777
"ada";2,635;-1,585;-0,295;0,009
"acolhi";8,669;-1,585;-0,295;-1,333
"acodamento";-1,038;1,367;-0,295;0,009
"achin";0,091;1,367;-0,295;-1,333
"academia";-1,384;-2,114;-0,394;9,004
"abstraido";-1,384;7,572;-0,394;-1,777
"absolutista";-1,384;0,421;-0,394;0,695
"abranches";-1,384;-2,114;-0,394;9,004
"aborrecer";-1,384;7,572;-0,394;-1,777
"abjeto";-1,384;-2,114;-0,394;9,004
"abierta";-1,384;-2,114;-0,394;9,004
"aberracao";-1,384;2,891;-0,394;-0,062
"abalar";11,559;-2,114;-0,394;-1,777
"7o";-0,001;2,891;-0,394;-1,777
"2kgs";-1,384;-2,114;-0,394;9,004
"00j4";-1,384;-2,114;40,654;-1,777
"zoneamento";-1,038;-1,585;-0,295;6,753
"zerando";8,669;-1,585;-0,295;-1,333
"yuval";-1,038;-1,585;-0,295;6,753
"youtube";-1,038;-1,585;-0,295;6,753
"xxviii";-1,038;-1,585;-0,295;6,753
"www25";-1,038;5,679;-0,295;-1,333
"www12";-1,038;-1,585;-0,295;6,753
"wille";-1,038;-1,585;2,185;1,816
"werneck";0,091;-1,585;-0,295;1,816
"weintraub";8,669;-1,585;-0,295;-1,333
"weimar";-1,038;-1,585;-0,295;6,753
"warren";-1,038;-1,585;-0,295;6,753
"wardle";-1,038;-1,585;-0,295;6,753
"vulto";-1,038;-1,585;12,25;0,009
"vulgarizacao";-1,038;1,367;-0,295;0,009
"vitorioso";-1,038;1,367;-0,295;0,009
"vitimizacao";-1,038;-1,585;-0,295;6,753
"visoria";-1,038;5,679;-0,295;-1,333
"visconde";0,091;-0,002;-0,295;0,009
"vingar";-1,038;-1,585;-0,295;6,753
"vindicar";8,669;-1,585;-0,295;-1,333
"vigilia";0,091;-0,002;-0,295;0,009
"view";-1,038;-1,585;-0,295;6,753
"viena";-1,038;-1,585;-0,295;6,753
"viabilizarem";-1,038;1,367;-0,295;0,009
"vestuario";-1,038;-1,585;-0,295;6,753
"vestigio";-1,038;-0,002;-0,295;1,816
"vertiginoso";-1,038;-1,585;-0,295;6,753
"vertice";-1,038;-0,002;-0,295;1,816
"verticalizada";8,669;-1,585;-0,295;-1,333
"verticalizacao";2,635;-0,002;-0,295;-1,333
"verticalidade";2,635;-1,585;-0,295;0,009
"verginia";-1,038;-0,002;-0,295;1,816
"verfassungsrecht";-1,038;5,679;-0,295;-1,333
"veredito";-1,038;5,679;-0,295;-1,333
"vento";-1,038;-1,585;-0,295;6,753
"venezuelano";-1,038;-1,585;-0,295;6,753
"veneno";-1,038;-0,002;-0,295;1,816
"veemente";0,091;-0,002;-0,295;0,009
"vaticano";-1,038;-1,585;-0,295;6,753
"vargas";-1,038;-0,002;-0,295;1,816
"valder";-1,038;-0,002;-0,295;1,816
"vagar";0,091;-0,002;-0,295;0,009
"ussc";-1,038;-1,585;-0,295;6,753
"usivamente";-1,038;-1,585;30,489;-1,333
"urologista";-1,038;-1,585;-0,295;6,753
"urgenza";-1,038;5,679;-0,295;-1,333
"universalizar";-1,038;5,679;-0,295;-1,333
"universalista";-1,038;-1,585;-0,295;6,753
"unidimensionalizantes";-1,038;-1,585;-0,295;6,753
"under";-1,038;-1,585;-0,295;6,753
"ultrapassagem";-1,038;-0,002;-0,295;1,816
"ultimacao";-1,038;5,679;-0,295;-1,333
"uksc";-1,038;1,367;-0,295;0,009
"uif";0,091;-0,002;2,185;-1,333
"ucia";8,669;-1,585;-0,295;-1,333
"uchoa";-1,038;-1,585;-0,295;6,753
"typographia";-1,038;-1,585;-0,295;6,753
"turim";-1,038;-1,585;-0,295;6,753
"tumultuar";2,635;-1,585;-0,295;0,009
"tropa";0,091;-0,002;-0,295;0,009
"trivial";0,091;-1,585;12,25;-1,333
"trigueiro";-1,038;-1,585;-0,295;6,753
"travelers";-1,038;-1,585;-0,295;6,753
"traumatico";-1,038;-0,002;-0,295;1,816
"tratassemos";-1,038;5,679;-0,295;-1,333
"trasladar";2,635;-0,002;-0,295;-1,333
"transsexual";-1,038;-1,585;-0,295;6,753
"transparecer";-1,038;-0,002;-0,295;1,816
"transgredidos";0,091;-0,002;-0,295;0,009
"trancamento";-1,038;5,679;-0,295;-1,333
"traficante";-1,038;-1,585;-0,295;6,753
"tracao";-1,038;-0,002;-0,295;1,816
"touro";-1,038;-1,585;-0,295;6,753
"torturar";-1,038;-0,002;-0,295;1,816
"torpe";-1,038;-1,585;-0,295;6,753
"tombamento";-1,038;-1,585;-0,295;6,753
"tolheria";-1,038;-1,585;-0,295;6,753
"toga";-1,038;-0,002;-0,295;1,816
"toffolli";2,635;-1,585;-0,295;0,009
"tjba";-1,038;5,679;-0,295;-1,333
"thru";-1,038;-1,585;-0,295;6,753
"tessitura";-1,038;5,679;-0,295;-1,333
"terror";-1,038;-0,002;-0,295;1,816
"tergiversacao";-1,038;-1,585;-0,295;6,753
"teratologico";-1,038;1,367;-0,295;0,009
"teologico";-1,038;-1,585;-0,295;6,753
"tenro";-1,038;-1,585;-0,295;6,753
"temperanca";-1,038;1,367;-0,295;0,009
"telepresencial";2,635;-1,585;-0,295;0,009
"telefonia";-1,038;-1,585;2,185;1,816
"tecnicalidade";0,091;-0,002;-0,295;0,009
"taveira";-1,038;-1,585;2,185;1,816
"tatico";-1,038;-0,002;-0,295;1,816
"tardar";-1,038;-1,585;-0,295;6,753
"tarar";-1,038;-1,585;30,489;-1,333
"tamoio";0,091;-1,585;-0,295;1,816
"taco";-1,038;-1,585;-0,295;6,753
"system";-1,038;1,367;-0,295;0,009
"sv";0,091;1,367;-0,295;-1,333
"sutileza";-1,038;-0,002;-0,295;1,816
"supranacional";-1,038;-1,585;-0,295;6,753
"supramencionadas";-1,038;1,367;2,185;-1,333
"supertransmissao";-1,038;-1,585;-0,295;6,753
"superposicao";0,091;1,367;-0,295;-1,333
"superpoderes";-1,038;-1,585;30,489;-1,333
"superavit";-1,038;-1,585;30,489;-1,333
"superavel";8,669;-1,585;-0,295;-1,333
"super";-1,038;5,679;-0,295;-1,333
"supedaneo";2,635;-1,585;-0,295;0,009
"sullivan";-1,038;-1,585;-0,295;6,753
"suicidio";0,091;-1,585;-0,295;1,816
"suicida";-1,038;-0,002;-0,295;1,816
"suhrkamp";-1,038;-1,585;-0,295;6,753
"suficiencia";0,091;-0,002;2,185;-1,333
"subtitulo";-1,038;-1,585;30,489;-1,333
"subsume";-1,038;5,679;-0,295;-1,333
"submisso";-1,038;-0,002;-0,295;1,816
"sublime";-1,038;-1,585;-0,295;6,753
"subemprego";-1,038;-1,585;-0,295;6,753
"subdividir";0,091;-0,002;-0,295;0,009
"struidas";-1,038;5,679;-0,295;-1,333
"stro";2,635;-1,585;2,185;-1,333
"straordinari";-1,038;5,679;-0,295;-1,333
"storia";-1,038;-1,585;-0,295;6,753
"steve";-1,038;-0,002;-0,295;1,816
"steinmetz";-1,038;-1,585;-0,295;6,753
"statement";-1,038;-0,002;-0,295;1,816
"speach";-1,038;-1,585;-0,295;6,753
"spa";-1,038;-1,585;-0,295;6,753
"sous";-1,038;-1,585;-0,295;6,753
"sonia";-1,038;-1,585;-0,295;6,753
"som";0,091;-1,585;-0,295;1,816
"solvida";8,669;-1,585;-0,295;-1,333
"solteiro";-1,038;-1,585;-0,295;6,753
"sociopolitico";-1,038;-0,002;-0,295;1,816
"sociologo";-1,038;-1,585;-0,295;6,753
"sociologico";-1,038;1,367;-0,295;0,009
"sobrestar";-1,038;5,679;-0,295;-1,333
"sobrepreco";-1,038;-1,585;2,185;1,816
"sobra";-1,038;-1,585;-0,295;6,753
"slapper";-1,038;-1,585;-0,295;6,753
"sindicar";0,091;1,367;-0,295;-1,333
"sinalizador";-1,038;-0,002;-0,295;1,816
"sinalizacao";-1,038;-0,002;2,185;0,009
"sinagoga";-1,038;-1,585;-0,295;6,753
"shtml";-1,038;-1,585;-0,295;6,753
"show";0,091;-1,585;-0,295;1,816
"sg";0,091;-1,585;-0,295;1,816
"severidade";-1,038;-0,002;-0,295;1,816
"serviente";0,091;1,367;-0,295;-1,333
"serventia";2,635;-0,002;-0,295;-1,333
"serrinha";8,669;-1,585;-0,295;-1,333
"sereno";8,669;-1,585;-0,295;-1,333
"serenidade";0,091;-1,585;-0,295;1,816
"sensacionalismo";-1,038;5,679;-0,295;-1,333
"seminario";0,091;-0,002;-0,295;0,009
"semente";-1,038;-1,585;-0,295;6,753
"semear";0,091;-0,002;-0,295;0,009
"segmentacao";-1,038;1,367;2,185;-1,333
"sedutor";-1,038;1,367;-0,295;0,009
"sector";2,635;-1,585;-0,295;0,009
"sda";0,091;-1,585;-0,295;1,816
"saxonica";0,091;1,367;-0,295;-1,333
"saxao";0,091;-0,002;-0,295;0,009
"satis";-1,038;-0,002;-0,295;1,816
"satirico";-1,038;-1,585;-0,295;6,753
"sarney";-1,038;5,679;-0,295;-1,333
"sanguinario";-1,038;-1,585;-0,295;6,753
"sanccao";-1,038;5,679;-0,295;-1,333
"sanavel";8,669;-1,585;-0,295;-1,333
"salles";-1,038;1,367;2,185;-1,333
"rumoroso";-1,038;1,367;-0,295;0,009
"ruiz";-1,038;-0,002;-0,295;1,816
"rubens";-1,038;-1,585;2,185;1,816
"rsi";-1,038;-1,585;-0,295;6,753
"rp7";-1,038;-1,585;30,489;-1,333
"roubo";-1,038;-0,002;-0,295;1,816
"rosto";-1,038;1,367;-0,295;0,009
"rossano";-1,038;5,679;-0,295;-1,333
"romenia";-1,038;-1,585;-0,295;6,753
"rodriguez";-1,038;-1,585;-0,295;6,753
"rodear";0,091;-1,585;-0,295;1,816
"ritualistico";0,091;-0,002;-0,295;0,009
"riamente";-1,038;-1,585;30,489;-1,333
"revolucionario";-1,038;-0,002;-0,295;1,816
"revolucionar";-1,038;-1,585;-0,295;6,753
"reviver";-1,038;-0,002;-0,295;1,816
"revisitacao";0,091;-0,002;-0,295;0,009
"reversivel";0,091;-0,002;-0,295;0,009
"retroalimentando";-1,038;-1,585;-0,295;6,753
"retrato";-1,038;-1,585;12,25;0,009
"retracao";-1,038;-0,002;-0,295;1,816
"retora";-1,038;5,679;-0,295;-1,333
"rete";-1,038;-1,585;-0,295;6,753
"ressoar";-1,038;1,367;-0,295;0,009
"ressentir";2,635;-1,585;2,185;-1,333
"resistente";-1,038;-1,585;-0,295;6,753
"resiliencia";-1,038;-1,585;-0,295;6,753
"repugnar";0,091;-0,002;-0,295;0,009
"republic";0,091;-1,585;-0,295;1,816
"repticia";0,091;-0,002;-0,295;0,009
"reprovabilidade";-1,038;-0,002;-0,295;1,816
"repristinadas";8,669;-1,585;-0,295;-1,333
"replicar";-1,038;1,367;-0,295;0,009
"repiso";2,635;-1,585;-0,295;0,009
"repetitivo";0,091;-0,002;-0,295;0,009
"repertorio";8,669;-1,585;-0,295;-1,333
"repentino";-1,038;-0,002;-0,295;1,816
"renovo";2,635;-1,585;-0,295;0,009
"renome";0,091;-1,585;-0,295;1,816
"relints";-1,038;5,679;-0,295;-1,333
"religion";-1,038;-1,585;-0,295;6,753
"reinclusao";8,669;-1,585;-0,295;-1,333
"reinante";-1,038;1,367;-0,295;0,009
"regulacion";-1,038;-1,585;-0,295;6,753
"registral";-1,038;-1,585;-0,295;6,753
"refratario";-1,038;-1,585;-0,295;6,753
"reflexamente";0,091;-0,002;-0,295;0,009
"referedum";2,635;-1,585;2,185;-1,333
"refah";-1,038;-0,002;-0,295;1,816
"reequilibrar";-1,038;1,367;2,185;-1,333
"reeditar";-1,038;5,679;-0,295;-1,333
"redutor";2,635;-1,585;2,185;-1,333
"redesignacao";-1,038;-1,585;-0,295;6,753
"redatoria";2,635;-0,002;-0,295;-1,333
"reconciliacao";-1,038;-0,002;-0,295;1,816
"rechtsstaat";-1,038;-1,585;-0,295;6,753
"reapreciar";8,669;-1,585;-0,295;-1,333
"reale";0,091;-1,585;-0,295;1,816
"rateio";-1,038;-1,585;30,489;-1,333
"ratar";-1,038;-1,585;-0,295;6,753
"ranking";-1,038;-1,585;2,185;1,816
"ramon";0,091;1,367;-0,295;-1,333
"ramalhar";0,091;-1,585;-0,295;1,816
"ramada";-1,038;-0,002;-0,295;1,816
"rahal";-1,038;-1,585;-0,295;6,753
"radioeletrico";-1,038;-1,585;-0,295;6,753
"radiodifusao";0,091;-1,585;-0,295;1,816
"questions";-1,038;-0,002;-0,295;1,816
"quebrantaria";-1,038;-1,585;-0,295;6,753
"quantificar";-1,038;-0,002;12,25;-1,333
"qu";2,635;-0,002;-0,295;-1,333
"puta";-1,038;-1,585;-0,295;6,753
"pupilo";-1,038;-1,585;-0,295;6,753
"pupi";-1,038;-0,002;-0,295;1,816
"puf";8,669;-1,585;-0,295;-1,333
"publicum";-1,038;-1,585;-0,295;6,753
"publicizados";-1,038;-0,002;-0,295;1,816
"pubico";-1,038;1,367;2,185;-1,333
"proviso";-1,038;5,679;-0,295;-1,333
"provir";-1,038;-0,002;-0,295;1,816
"provincia";-1,038;-0,002;-0,295;1,816
"protestar";-1,038;-0,002;-0,295;1,816
"proscrito";-1,038;-0,002;-0,295;1,816
"propugno";8,669;-1,585;-0,295;-1,333
"propenso";-1,038;-0,002;-0,295;1,816
"prontidao";0,091;-0,002;-0,295;0,009
"promulgamos";-1,038;-0,002;-0,295;1,816
"prolongamento";-1,038;-0,002;-0,295;1,816
"projecto";-1,038;5,679;-0,295;-1,333
"prognostico";-1,038;1,367;-0,295;0,009
"prognose";0,091;-0,002;-0,295;0,009
"profusao";0,091;1,367;-0,295;-1,333
"profilaxia";-1,038;-1,585;-0,295;6,753
"processante";-1,038;5,679;-0,295;-1,333
"procedendi";-1,038;5,679;-0,295;-1,333
"probleme";-1,038;-1,585;-0,295;6,753
"priorizado";-1,038;-1,585;-0,295;6,753
"print";2,635;-1,585;-0,295;0,009
"principe";0,091;-1,585;-0,295;1,816
"previsivel";-1,038;-0,002;-0,295;1,816
"prevalente";0,091;1,367;-0,295;-1,333
"pretoriano";-1,038;1,367;-0,295;0,009
"prestacionais";-1,038;1,367;-0,295;0,009
"presa";-1,038;-0,002;-0,295;1,816
"prenunciar";-1,038;1,367;-0,295;0,009
"prensa";-1,038;-1,585;-0,295;6,753
"pregresso";-1,038;1,367;2,185;-1,333
"predominio";-1,038;5,679;-0,295;-1,333
"precarizacao";-1,038;-1,585;30,489;-1,333
"praticante";0,091;-1,585;-0,295;1,816
"poupar";0,091;-1,585;-0,295;1,816
"potere";-1,038;-0,002;-0,295;1,816
"potencializo";-1,038;5,679;-0,295;-1,333
"potavel";-1,038;-1,585;-0,295;6,753
"positivado49";-1,038;-1,585;-0,295;6,753
"positivacao";-1,038;1,367;2,185;-1,333
"pormenorizar";-1,038;-0,002;12,25;-1,333
"pormenor";0,091;-0,002;-0,295;0,009
"populista";-1,038;-0,002;-0,295;1,816
"populi";-1,038;-1,585;-0,295;6,753
"politicidade";0,091;1,367;-0,295;-1,333
"poliomielite";-1,038;-1,585;-0,295;6,753
"poggere";-1,038;5,679;-0,295;-1,333
"plus";0,091;1,367;-0,295;-1,333
"ploas";-1,038;-0,002;12,25;-1,333
"plementar";2,635;-0,002;-0,295;-1,333
"pld";-1,038;5,679;-0,295;-1,333
"players";-1,038;-1,585;-0,295;6,753
"plateia";-1,038;-1,585;-0,295;6,753
"planicie";-1,038;-1,585;-0,295;6,753
"pisar";-1,038;-0,002;-0,295;1,816
"pipa";-1,038;-1,585;2,185;1,816
"piotr";-1,038;-1,585;-0,295;6,753
"pioneiro";-1,038;-1,585;-0,295;6,753
"pillouër";-1,038;-1,585;-0,295;6,753
"pib";-1,038;-1,585;12,25;0,009
"pettit";-1,038;-1,585;-0,295;6,753
"petitar";0,091;-0,002;2,185;-1,333
"pessimo";-1,038;1,367;-0,295;0,009
"peruca";0,091;-0,002;-0,295;0,009
"pertencimento";-1,038;-1,585;-0,295;6,753
"personificacao";-1,038;1,367;-0,295;0,009
"perquirido";0,091;-1,585;-0,295;1,816
"perecimento";-1,038;-0,002;-0,295;1,816
"percuciencia";2,635;-0,002;-0,295;-1,333
"percalco";-1,038;1,367;-0,295;0,009
"penoso";-1,038;-1,585;-0,295;6,753
"penitenciar";2,635;-0,002;-0,295;-1,333
"pedagio";-1,038;-0,002;-0,295;1,816
"pco";0,091;-1,585;12,25;-1,333
"pausa";2,635;-0,002;-0,295;-1,333
"paul";-1,038;-0,002;2,185;0,009
"patrulha";-1,038;-1,585;-0,295;6,753
"patriotismo";-1,038;-1,585;-0,295;6,753
"patrimonializacao";-1,038;1,367;-0,295;0,009
"paterno";-1,038;-1,585;-0,295;6,753
"partisi";-1,038;-0,002;-0,295;1,816
"particularista";-1,038;-0,002;-0,295;1,816
"parentalidade";-1,038;-0,002;-0,295;1,816
"paranagua";-1,038;5,679;-0,295;-1,333
"pan";-1,038;-1,585;-0,295;6,753
"palpebra";-1,038;-0,002;-0,295;1,816
"padua";-1,038;1,367;-0,295;0,009
"padronizadamente";-1,038;-0,002;-0,295;1,816
"paciencia";8,669;-1,585;-0,295;-1,333
"pablo";-1,038;1,367;-0,295;0,009
"owen";-1,038;-1,585;-0,295;6,753
"ousado";0,091;-1,585;-0,295;1,816
"ouro";2,635;-1,585;-0,295;0,009
"otimizar";0,091;-1,585;2,185;0,009
