"";"classe 1";"classe 2"
"colapsar";-0,89;0,89
"colacionar";0,186;-0,186
"colacionando";0,186;-0,186
"coisificado";-0,89;0,89
"cognominar";0,186;-0,186
"cogitáveis";-0,89;0,89
"coexistente";3,26;-3,26
"cobap";3,26;-3,26
"cobal";-0,89;0,89
"coator";-0,89;0,89
"coartar";-0,89;0,89
"coartando";-0,89;0,89
"coarctar";-0,89;0,89
"coagulação";-0,89;0,89
"coabitar";-0,89;0,89
"cntss";-0,89;0,89
"cnh";-0,89;0,89
"cnas";-0,89;0,89
"classificá";-0,89;0,89
"clandestinidade";-0,89;0,89
"cjf";0,186;-0,186
"civilizacional";-0,89;0,89
"citá";-0,89;0,89
"cits";-0,89;0,89
"citra";0,186;-0,186
"circundante";-0,89;0,89
"cipriano";10,112;-10,112
"cilindro";-0,89;0,89
"cilindrada";-0,89;0,89
"cicp";-0,89;0,89
"ciclagem";-0,89;0,89
"ci";-0,89;0,89
"chueiri";-0,89;0,89
"chorume";-0,89;0,89
"chikungunya";-0,89;0,89
"chenwi";-0,89;0,89
"checar";-0,89;0,89
"charco";-0,89;0,89
"chapus";-0,89;0,89
"chamber";-0,89;0,89
"chafetz";-0,89;0,89
"chacota";-0,89;0,89
"cgmac";-0,89;0,89
"cgffs";-0,89;0,89
"cgest";-0,89;0,89
"cg";-0,89;0,89
"cfc";-0,89;0,89
"ceu";-0,89;0,89
"cesário";-0,89;0,89
"cerceadores";-0,89;0,89
"cepal";-0,89;0,89
"cenpi";-0,89;0,89
"cemt";0,186;-0,186
"celsius";-0,89;0,89
"cefid";-0,89;0,89
"cecília";-0,89;0,89
"cebes";-0,89;0,89
"cdr";-0,89;0,89
"cdpd";-0,89;0,89
"cdm";-0,89;0,89
"cdfs";-0,89;0,89
"cdb";-0,89;0,89
"cayman";-0,89;0,89
"caxumba";-0,89;0,89
"caução";-0,89;0,89
"catedrático";-0,89;0,89
"catedral";-0,89;0,89
"cassa";-0,89;0,89
"caseiro";-0,89;0,89
"cartorial";-0,89;0,89
"carste";-0,89;0,89
"carriello";0,186;-0,186
"carreata";-0,89;0,89
"carrearia";-0,89;0,89
"carmén";10,112;-10,112
"carl";-0,89;0,89
"carinhosamente";0,186;-0,186
"caridade";-0,89;0,89
"carecidos";-0,89;0,89
"cardiovascular";-0,89;0,89
"carcaça";-0,89;0,89
"caquistocracia";0,186;-0,186
"capilar";-0,89;0,89
"capes";-0,89;0,89
"cap";-0,89;0,89
"cansaço";-0,89;0,89
"cano";-0,89;0,89
"campestre";-0,89;0,89
"caminhada";-0,89;0,89
"cama";0,186;-0,186
"calvino";-0,89;0,89
"calibragem";-0,89;0,89
"calhando";-0,89;0,89
"calculabilidade";-0,89;0,89
"calabrich";-0,89;0,89
"cadúnico";-0,89;0,89
"cadh";0,186;-0,186
"cachorro";-0,89;0,89
"cacau";-0,89;0,89
"cabeçalho";3,26;-3,26
"cabeleireiro";-0,89;0,89
"cabana";-0,89;0,89
"cabalista";-0,89;0,89
"buzzi";10,112;-10,112
"bulgária";-0,89;0,89
"brutalidade";-0,89;0,89
"brizola";-0,89;0,89
"brio";-0,89;0,89
"brincadeira";-0,89;0,89
"brigar";-0,89;0,89
"brennan";-0,89;0,89
"bre";-0,89;0,89
"brasão";-0,89;0,89
"brandenburg";-0,89;0,89
"branch";-0,89;0,89
"bradar";-0,89;0,89
"bottino";-0,89;0,89
"botelho";-0,89;0,89
"borja";3,26;-3,26
"bonaparte";-0,89;0,89
"bolonha";-0,89;0,89
"boiaçú";-0,89;0,89
"boechat";3,26;-3,26
"blindagem";0,186;-0,186
"biótico";-0,89;0,89
"bissau";-0,89;0,89
"bisbilhotar";-0,89;0,89
"biqueira";-0,89;0,89
"bipin";-0,89;0,89
"bipartite";-0,89;0,89
"biomassa";-0,89;0,89
"bingham";-0,89;0,89
"bilhetagem";-0,89;0,89
"bienal";0,186;-0,186
"bicho";-0,89;0,89
"bicameral";-0,89;0,89
"bica";-0,89;0,89
"bertold";-0,89;0,89
"benigno";-0,89;0,89
"benevolência";-0,89;0,89
"beneficiario";-0,89;0,89
"beltrame";-0,89;0,89
"belford";-0,89;0,89
"belchior";-0,89;0,89
"beisebol";-0,89;0,89
"beirar";-0,89;0,89
"bebê";-0,89;0,89
"bauxita";-0,89;0,89
"batizar";-0,89;0,89
"batismo";-0,89;0,89
"batalha";-0,89;0,89
"barracão";-0,89;0,89
"barksdale";-0,89;0,89
"barcavage";-0,89;0,89
"barbies";-0,89;0,89
"banksianas";-0,89;0,89
"banguela";-0,89;0,89
"banal";-0,89;0,89
"balístico";-0,89;0,89
"balizaram";3,26;-3,26
"balizador";-0,89;0,89
"bac";-0,89;0,89
"b5";-0,89;0,89
"azul";-0,89;0,89
"avritzer";-0,89;0,89
"aviou";3,26;-3,26
"avicultor";-0,89;0,89
"aviado";0,186;-0,186
"avassalador";0,186;-0,186
"avam";3,26;-3,26
"auência";10,112;-10,112
"autorizadíssimo";-0,89;0,89
"autolimitação";-0,89;0,89
"autodeclaradas";-0,89;0,89
"autocontrole";-0,89;0,89
"autocompositivos";-0,89;0,89
"autocompositivas";-0,89;0,89
"autobiografia";-0,89;0,89
"autoaplicável";0,186;-0,186
"auspicioso";-0,89;0,89
"aup1";-0,89;0,89
"aumentase";-0,89;0,89
"auditar";-0,89;0,89
"atuac";-0,89;0,89
"atrevimento";-0,89;0,89
"atrelamento";-0,89;0,89
"atraído";-0,89;0,89
"atraente";-0,89;0,89
"atque";-0,89;0,89
"atormentar";-0,89;0,89
"atlético";-0,89;0,89
"atlantic";-0,89;0,89
"atemporal";-0,89;0,89
"atacáveis";10,112;-10,112
"assombro";-0,89;0,89
"assimilacionista";-0,89;0,89
"aspatwar";-0,89;0,89
"asfáltica";-0,89;0,89
"ascender";-0,89;0,89
"arvorar";-0,89;0,89
"articuladamente";-0,89;0,89
"arterial";-0,89;0,89
"arrumação";-0,89;0,89
"arrombar";-0,89;0,89
"arrombamento";-0,89;0,89
"arrogar";-0,89;0,89
"arriscado";-0,89;0,89
"arrendar";-0,89;0,89
"arrematação";-0,89;0,89
"arrefecer";-0,89;0,89
"arrecadatórios";-0,89;0,89
"arrebatar";-0,89;0,89
"arrastado";-0,89;0,89
"arquitetar";-0,89;0,89
"arqueologia";-0,89;0,89
"aristocrático";-0,89;0,89
"argúcia";-0,89;0,89
"argumentandum";0,186;-0,186
"arguelhes";-0,89;0,89
"areia";-0,89;0,89
"ardil";-0,89;0,89
"archivo";-0,89;0,89
"arbitrariedad";-0,89;0,89
"arao";0,186;-0,186
"ar6";-0,89;0,89
"apócrifo";-0,89;0,89
"apêlo";-0,89;0,89
"apriorístico";0,186;-0,186
"apresentá";-0,89;0,89
"aplicac";3,26;-3,26
"aplauso";-0,89;0,89
"apicultor";-0,89;0,89
"apetite";-0,89;0,89
"apenar";-0,89;0,89
"apavorar";-0,89;0,89
"apartidário";-0,89;0,89
"aparo";-0,89;0,89
"apacs";-0,89;0,89
"ap2";-0,89;0,89
"anárquico";-0,89;0,89
"anwendung";-0,89;0,89
"antrópico";-0,89;0,89
"antrópica";-0,89;0,89
"antitético";-0,89;0,89
"antitruste";-0,89;0,89
"antirepublicanos";-0,89;0,89
"antimanicomial";-0,89;0,89
"antifa";-0,89;0,89
"antidiscriminatórios";-0,89;0,89
"anticorpo";-0,89;0,89
"antevistas";-0,89;0,89
"antedimento";-0,89;0,89
"anonimizar";-0,89;0,89
"angola";-0,89;0,89
"aneps";-0,89;0,89
"anencefálicos";10,112;-10,112
"anencefalia";3,26;-3,26
"andrighi";3,26;-3,26
"ancestralidade";-0,89;0,89
"anastácio";-0,89;0,89
"analiticamente";-0,89;0,89
"ambivalência";-0,89;0,89
"amargo";-0,89;0,89
"altiplano";-0,89;0,89
"alternado";-0,89;0,89
"altaneiro";-0,89;0,89
"alongamento";-0,89;0,89
"allgemeines";-0,89;0,89
"algbt";10,112;-10,112
"alfaiate";-0,89;0,89
"aleatoriedade";-0,89;0,89
"alcoólatra";0,186;-0,186
"alcoolismo";-0,89;0,89
"albedo";-0,89;0,89
"alarme";-0,89;0,89
"alagado";-0,89;0,89
"ajay";-0,89;0,89
"aimp";10,112;-10,112
"agronomia";0,186;-0,186
"agressividade";-0,89;0,89
"agostinho";-0,89;0,89
"agasalhado";0,186;-0,186
"agasalhadas";-0,89;0,89
"agasalhada";-0,89;0,89
"afrontariam";0,186;-0,186
"afrodescendente";-0,89;0,89
"afrobrasileira";-0,89;0,89
"aforar";0,186;-0,186
"aerofotogramétrico";-0,89;0,89
"aeac";-0,89;0,89
"adéqua";-0,89;0,89
"adylson";-0,89;0,89
"aduziram";0,186;-0,186
"aduaneiro";-0,89;0,89
"adstringiu";3,26;-3,26
"adrede";-0,89;0,89
"admoestação";-0,89;0,89
"adminículos";0,186;-0,186
"administrativista";-0,89;0,89
"admar";10,112;-10,112
"adjacente";-0,89;0,89
"adivinhar";-0,89;0,89
"adimplidos";-0,89;0,89
"adam";-0,89;0,89
"acutíssimo";3,26;-3,26
"acurácia";-0,89;0,89
"acupuntura";-0,89;0,89
"actio";-0,89;0,89
"acreditante";-0,89;0,89
"acr";-0,89;0,89
"acorrer";-0,89;0,89
"acordao";10,112;-10,112
"acordante";0,186;-0,186
"acomodado";-0,89;0,89
"acolhê";-0,89;0,89
"acolhedor";-0,89;0,89
"ackerman";-0,89;0,89
"acidentado";-0,89;0,89
"acertador";-0,89;0,89
"accounting";-0,89;0,89
"acareação";-0,89;0,89
"abundância";-0,89;0,89
"abstraído";-0,89;0,89
"abstratividade";0,186;-0,186
"abrucio";0,186;-0,186
"abraço";-0,89;0,89
"abominar";-0,89;0,89
"abm0620";-0,89;0,89
"abjd";3,26;-3,26
"abdicação";-0,89;0,89
"aarão";-0,89;0,89
"a2";-0,89;0,89
"925km";-0,89;0,89
"8h";0,186;-0,186
"80m";-0,89;0,89
"72h";-0,89;0,89
"4a";-0,89;0,89
"20h";-0,89;0,89
"1m";-0,89;0,89
"19h";-0,89;0,89
"18h";-0,89;0,89
"11h00";10,112;-10,112
"10m";-0,89;0,89
"00m2";-0,89;0,89
"001km";-0,89;0,89
"de";-490,325;490,325
"a";-2872,254;2872,254
"em";-160,969;160,969
"o";-456,17;456,17
"que";-3183,904;3183,904
"ser";-1397,736;1397,736
"por";-47,532;47,532
"se";-436,446;436,446
"para";-229,208;229,208
"não";-47,276;47,276
"ao";-543,293;543,293
"com";-849,885;849,885
"s";2861,843;-2861,843
"estado";-682,683;682,683
"poder";-1990,501;1990,501
"como";-448,966;448,966
"n";1087,437;-1087,437
"1";1427,67;-1427,67
"um";-1977,412;1977,412
"ter";-538,13;538,13
"uma";-1615,895;1615,895
"sua";-767,423;767,423
"ir";-29,113;29,113
"2";256,82;-256,82
"outro";14,869;-14,869
"haver";-73,777;73,777
"sobre";-596,74;596,74
"3";451,432;-451,432
"todo";-666,667;666,667
"4";1490,582;-1490,582
"estar";-267,297;267,297
"seu";-698,995;698,995
"5";287,943;-287,943
"9";1592,808;-1592,808
"qual";-35,628;35,628
"sem";-169,118;169,118
"mais";-904,521;904,521
"i";-13,103;13,103
"entre";-430,718;430,718
"6";720,982;-720,982
"fazer";-96,446;96,446
"essa";-244,221;244,221
"trabalho";-168,308;168,308
"tal";-162,495;162,495
"2020";715,34;-715,34
"10";1272,818;-1272,818
"qualquer";-195,167;195,167
"quanto";14,492;-14,492
"esse";-153,228;153,228
"parte";13,912;-13,912
"ver";-0,547;0,547
"2021";487,544;-487,544
"8";500,743;-500,743
"7";101,172;-101,172
"p";-2,3;2,3
"ele";-479,466;479,466
"isso";-211,904;211,904
"12";835,839;-835,839
"sob";-29,235;29,235
"fim";-86,108;86,108
"19";4,442;-4,442
"contra";34,447;-34,447
"11";1284,941;-1284,941
"valor";-451,368;451,368
"segundo";-14,672;14,672
"v";181,289;-181,289
"dizer";-219,726;219,726
"este";151,616;-151,616
"esta";9,682;-9,682
"2022";531,505;-531,505
"eu";1,668;-1,668
"2019";184,407;-184,407
"13";176,992;-176,992
"primeiro";0,322;-0,322
"14";309,415;-309,415
"1988";-33,826;33,826
"c";35,108;-35,108
"me";4,531;-4,531
"aquele";-93,384;93,384
"cada";-418,888;418,888
"excelência";236,462;-236,462
"desde";0,04;-0,04
"22";86,777;-86,777
"ela";-189,545;189,545
"882";3049,674;-3049,674
"2018";809,186;-809,186
"2023";499,625;-499,625
"dois";-161,557;161,557
"21";600,778;-600,778
"20";150,964;-150,964
"b";-93,41;93,41
"após";23,91;-23,91
"1999";1664,02;-1664,02
"r";175,438;-175,438
"somente";-18,004;18,004
"in";51,778;-51,778
"15";174,598;-174,598
"17";687,548;-687,548
"aquela";-53,725;53,725
"tanto";-121,364;121,364
"povo";-236,257;236,257
"24";184,693;-184,693
"23";249,979;-249,979
"18";328,723;-328,723
"2015";253,656;-253,656
"30";66,868;-66,868
"tempo";-231,326;231,326
"2017";315,539;-315,539
"mediante";-69,623;69,623
"nós";-127,077;127,077
"j";1656,282;-1656,282
"16";260,412;-260,412
"27";769,058;-769,058
"d";31,412;-31,412
"maioria";346,794;-346,794
"06";1827,05;-1827,05
"vossa";60,716;-60,716
"ante";446,459;-446,459
"meu";32,596;-32,596
"2016";341,315;-341,315
"saber";-112,451;112,451
"cuja";-10,456;10,456
"apontar";-19,027;19,027
"lhe";-90,437;90,437
"29";287,513;-287,513
"08";2049,416;-2049,416
"minha";571,216;-571,216
"26";658,809;-658,809
"03";1558,061;-1558,061
"nosso";15,659;-15,659
"09";1368,987;-1368,987
"último";-52,374;52,374
"25";214,581;-214,581
"37";-12,947;12,947
"perante";47,706;-47,706
"2014";408,741;-408,741
"quem";-143,713;143,713
"cujo";-13,64;13,64
"t";1731,609;-1731,609
"algum";-64,878;64,878
"três";-55,227;55,227
"durante";-192,844;192,844
"04";1250,535;-1250,535
"05";1180,952;-1180,952
"28";385,423;-385,423
"terceiro";-30,49;30,49
"alguma";-87,194;87,194
"99";772,581;-772,581
"2024";581,502;-581,502
"nenhum";-83,901;83,901
"02";915,292;-915,292
"88";-70,633;70,633
"2012";3,082;-3,082
"100";-0,969;0,969
"31";53,367;-53,367
"g";70,376;-70,376
"2006";145,847;-145,847
"01";212,888;-212,888
"2009";14,29;-14,29
"60";-87,434;87,434
"verdade";-52,362;52,362
"07";669,42;-669,42
"si";-14,581;14,581
"2011";26,765;-26,765
"2002";15,603;-15,603
"tipo";-127,133;127,133
"vário";-40,932;40,932
"2013";44,605;-44,605
"33";293,689;-293,689
"mil";-134,945;134,945
"ambos";3,945;-3,945
"50";-75,992;75,992
"2001";27,644;-27,644
"225";-63,098;63,098
"2007";72,903;-72,903
"103";62,942;-62,942
"verdadeiro";-55,647;55,647
"2004";71,926;-71,926
"2010";30,538;-30,538
"2008";54,22;-54,22
"43";-2,69;2,69
"x";-6,188;6,188
"cento";-133,428;133,428
"nossa";-60,616;60,616
"2000";-0,166;0,166
"1992";-2,594;2,594
"lhes";-50,681;50,681
"2003";90,832;-90,832
"isto";-25,31;25,31
"l";182,256;-182,256
"ó";1264,207;-1264,207
"pouco";-66,363;66,363
"quatro";-36,173;36,173
"079";-36,709;36,709
"167";3,426;-3,426
"f";-35,153;35,153
"vinte";-57,229;57,229
"cinco";-67,019;67,019
"nome";-112,167;112,167
"000";-50,044;50,044
"muita";-77,057;77,057
"102";66,666;-66,666
"40";-18,74;18,74
"2005";51,648;-51,648
"90";-41,927;41,927
"62";-34,398;34,398
"39";-18,325;18,325
"1998";-1,468;1,468
"iniciar";8,394;-8,394
"xi";-28,043;28,043
"45";-20,678;20,678
"34";-2,738;2,738
"apesar";-21,461;21,461
"84";-3,663;3,663
"868";99,029;-99,029
"consoante";6,132;-6,132
"1997";-0,301;0,301
"1996";-2,264;2,264
"00";-37,65;37,65
"48";-38,208;38,208
"170";-28,968;28,968
"32";-3,237;3,237
"trinta";-88,77;88,77
"duodécimo";-33,947;33,947
"1990";-27,567;27,567
"1995";-0,42;0,42
"760";15,247;-15,247
"86";-29,173;29,173
"144";5,118;-5,118
"35";-0,128;0,128
"dez";-63,613;63,613
"mim";46,744;-46,744
"347";334,909;-334,909
"58";-21,818;21,818
"seis";-29,779;29,779
"101";32,384;-32,384
"h";-13,247;13,247
"52";-44,915;44,915
"80";-0,677;0,677
"bilhão";-59,528;59,528
"46";-0,064;0,064
"corrente";-19,307;19,307
"44";7,397;-7,397
"41";-4,466;4,466
"70";-27,941;27,941
"166";-25,868;25,868
"38";-3,895;3,895
"1967";-23,761;23,761
"69";-2,368;2,368
"m";0,413;-0,413
"1994";1,493;-1,493
"51";-17,719;17,719
"743";42,733;-42,733
"168";-4,1;4,1
"54";52,147;-52,147
"47";-4,456;4,456
"aquilo";-37,853;37,853
"93";0,917;-0,917
"36";-0,01;0,01
"206";-19,769;19,769
"65";-23,302;23,302
"95";16,658;-16,658
"1989";0,209;-0,209
"oito";-61,281;61,281
"979";-5,814;5,814
"57";-16,69;16,69
"1950";-8,04;8,04
"187";10,701;-10,701
"49";-2,059;2,059
"tentar";-28,826;28,826
"59";-9,029;9,029
"196";-2,304;2,304
"66";-2,452;2,452
"71";-8,557;8,557
"114";32,521;-32,521
"sessenta";-59,287;59,287
"67";-2,071;2,071
"134";0,235;-0,235
"1991";13,253;-13,253
"42";-0,811;0,811
"64";-1,703;1,703
"85";-13,983;13,983
"75";-6,596;6,596
"ninguém";-39,975;39,975
"56";-11,567;11,567
"1993";0,2;-0,2
"173";-0,037;0,037
"trabalhar";-61,008;61,008
"usar";-41,643;41,643
"72";-23,981;23,981
"331";-0,023;0,023
"nove";-2,494;2,494
"96";-7,001;7,001
"53";-0,004;0,004
"192";-1,239;1,239
"55";-8,286;8,286
"216";-5,394;5,394
"77";5,421;-5,421
"387";535,581;-535,581
"129";-8,102;8,102
"92";-5,192;5,192
"87";0,603;-0,603
"noventa";-36,058;36,058
"1946";-26,474;26,474
"terço";-29,306;29,306
"cinquenta";-35,969;35,969
"79";-0,552;0,552
"y";-17,51;17,51
"98";-0,823;0,823
"91";-0,671;0,671
"105";1,347;-1,347
"145";9,821;-9,821
"260";-7,775;7,775
"caminho";-15,512;15,512
"61";-5,034;5,034
"207";-6,563;6,563
"125";7,524;-7,524
"709";112,716;-112,716
"sete";-35,535;35,535
"0";1,225;-1,225
"81";-1,267;1,267
"1980";0,601;-0,601
"76";-0,731;0,731
"205";-12,76;12,76
"165";-15,986;15,986
"1986";-3,859;3,859
"180";-23,705;23,705
"74";-0,019;0,019
"73";-6,928;6,928
"169";14,461;-14,461
"074";-5,685;5,685
"alguém";-30,436;30,436
"277";3,612;-3,612
"u";-6,123;6,123
"quarenta";-38,582;38,582
"500";22,864;-22,864
"quinze";-37,76;37,76
"175";62,649;-62,649
"204";-6,928;6,928
"97";1,565;-1,565
"159";-6,746;6,746
"485";117,733;-117,733
"833";-0,185;0,185
"556";164,759;-164,759
"155";0,932;-0,932
"109";-4,683;4,683
"quinto";-12,453;12,453
"524";52,542;-52,542
"68";-1,156;1,156
"275";181,663;-181,663
"163";0,184;-0,184
"194";-12,706;12,706
"1985";-2,883;2,883
"854";111,615;-111,615
"405";283,954;-283,954
"1979";2,919;-2,919
"746";64,73;-64,73
"1969";-10,637;10,637
"ai";158,851;-158,851
"224";7,478;-7,478
"89";-0,502;0,502
"200";-13,689;13,689
"394";-19,935;19,935
"te";78,506;-78,506
"227";-2,234;2,234
"oitenta";-36,543;36,543
"850";156,473;-156,473
"651";4,297;-4,297
"201";5,189;-5,189
"1987";-0,791;0,791
"1984";-0,216;0,216
"0000";110,082;-110,082
"303";5,625;-5,625
"302";16,998;-16,998
"150";-2,354;2,354
"pro";2,134;-2,134
"120";-8,666;8,666
"94";-0,101;0,101
"127";0,694;-0,694
"78";-4,743;4,743
"563";12,994;-12,994
"128";-0,232;0,232
"63";-7,408;7,408
"doze";-17,431;17,431
"83";-5,098;5,098
"527";-4,348;4,348
"186";72,648;-72,648
"setenta";-31,514;31,514
"483";-7,752;7,752
"1974";-8,177;8,177
"635";131,769;-131,769
"190";96,978;-96,978
"exceto";-11,042;11,042
"1975";-7,542;7,542
"467";3,669;-3,669
"019";3,242;-3,242
"zero";-20,971;20,971
"713";181,524;-181,524
"1965";-12,054;12,054
"706";160,727;-160,727
"décimo";-15,11;15,11
"231";-0,293;0,293
"158";-0,029;0,029
"112";-0,172;0,172
"284";7,066;-7,066
"212";5,451;-5,451
"851";45,68;-45,68
"319";5,451;-5,451
"210";3,119;-3,119
"478";-8,939;8,939
"198";-11,612;11,612
"1977";-0,242;0,242
"135";-0,566;0,566
"964";92,032;-92,032
"195";4,272;-4,272
"444";28,557;-28,557
"324";166,112;-166,112
"1968";-10,868;10,868
"116";-2,226;2,226
"1981";-5,232;5,232
"184";25,377;-25,377
"022";127,584;-127,584
"264";-1,584;1,584
"378";224,8;-224,8
"82";-1,148;1,148
"450";11,638;-11,638
"183";0,847;-0,847
"178";0,171;-0,171
"130";27,75;-27,75
"342";69,191;-69,191
"sexto";0,245;-0,245
"341";59,837;-59,837
"1966";-8,221;8,221
"220";-3,353;3,353
"137";0,385;-0,385
"113";0,191;-0,191
"você";-20,63;20,63
"504";2,924;-2,924
"191";19,914;-19,914
"cem";-8,707;8,707
"117";1,997;-1,997
"593";0;0
"177";8,379;-8,379
"duzentos";-24,481;24,481
"857";21,36;-21,36
"1978";-2,868;2,868
"139";14,852;-14,852
"108";5,251;-5,251
"590";90,259;-90,259
"1971";0,224;-0,224
"171";17,711;-17,711
"121";-0,793;0,793
"107";5,903;-5,903
"185";0,087;-0,087
"124";7,939;-7,939
"587";5,732;-5,732
"491";8,024;-8,024
"104";4,88;-4,88
"142";-4,456;4,456
"132";-0,293;0,293
"k";-5,955;5,955
"853";110,076;-110,076
"640";27,137;-27,137
"552";177,302;-177,302
"188";-4,964;4,964
"154";0,435;-0,435
"015";14,749;-14,749
"237";191,325;-191,325
"800";16,749;-16,749
"731";47,035;-47,035
"564";6,088;-6,088
"1976";-0,083;0,083
"874";14,02;-14,02
"513";16,695;-16,695
"400";-6,818;6,818
"339";12,12;-12,12
"317";0,106;-0,106
"305";34,505;-34,505
"938";-2,451;2,451
"708";37,346;-37,346
"126";0,328;-0,328
"906";-0,978;0,978
"714";62,885;-62,885
"672";154,859;-154,859
"215";-0,028;0,028
"795";2,692;-2,692
"152";9,697;-9,697
"141";14,564;-14,564
"131";0,606;-0,606
"898";60,789;-60,789
"586";9,206;-9,206
"797";-0,376;0,376
"437";63,578;-63,578
"245";0,061;-0,061
"160";-1,576;1,576
"157";4,508;-4,508
"781";6,302;-6,302
"443";2,579;-2,579
"300";-10,097;10,097
"151";-1,717;1,717
"119";11,747;-11,747
"984";12,257;-12,257
"540";-0,028;0,028
"288";-0,144;0,144
"214";-7,804;7,804
"153";15,879;-15,879
"trezentos";-20,777;20,777
"722";132,65;-132,65
"323";40,547;-40,547
"278";9,773;-9,773
"2030";-20,777;20,777
"per";-6,345;6,345
"156";0,078;-0,078
"136";4,795;-4,795
"106";-3,681;3,681
"950";11,162;-11,162
"146";1,806;-1,806
"quinhentos";-17,967;17,967
"265";2,18;-2,18
"1964";-2,196;2,196
"143";0,121;-0,121
"138";16,619;-16,619
"123";-0,306;0,306
"014";27,031;-27,031
"249";129,344;-129,344
"208";0,038;-0,038
"193";-0,262;0,262
"148";10,802;-10,802
"691";62,792;-62,792
"605";-9,561;9,561
"307";75,012;-75,012
"253";23,519;-23,519
"223";1,459;-1,459
"203";6,362;-6,362
"985";-1,049;1,049
"367";5,585;-5,585
"321";4,432;-4,432
"267";10,332;-10,332
"1983";-5,871;5,871
"172";7,434;-7,434
"775";9,092;-9,092
"620";126,553;-126,553
"592";30,334;-30,334
"2025";-13,436;13,436
"202";0,31;-0,31
"1973";-0,306;0,306
"935";2,364;-2,364
"828";89,573;-89,573
"806";0,395;-0,395
"619";-0,938;0,938
"579";0,111;-0,111
"388";123,396;-123,396
"279";5,763;-5,763
"259";-5,871;5,871
"235";0,725;-0,725
"1891";-15,035;15,035
"164";4,618;-4,618
"149";2,062;-2,062
"118";-0,6;0,6
"pró";-1,65;1,65
"707";2,294;-2,294
"566";71,749;-71,749
"565";17,412;-17,412
"239";0,001;-0,001
"quatrocentos";-17,214;17,214
"981";2,294;-2,294
"756";65,754;-65,754
"601";68,486;-68,486
"499";10,206;-10,206
"461";65,754;-65,754
"360";0,854;-0,854
"675";0,031;-0,031
"501";95,563;-95,563
"381";27,833;-27,833
"250";0,011;-0,011
"ti";-9,495;9,495
"650";25,856;-25,856
"599";26,69;-26,69
"514";1,725;-1,725
"351";-0,437;0,437
"322";8,675;-8,675
"110";-0,085;0,085
"826";1,52;-1,52
"496";10,363;-10,363
"384";27,36;-27,36
"274";-3,499;3,499
"091";-2,112;2,112
"quê";-2,906;2,906
"848";10,696;-10,696
"649";15,892;-15,892
"530";50,504;-50,504
"230";-0,067;0,067
"1972";-7,715;7,715
"0001";5,975;-5,975
"847";-0,05;0,05
"779";102,67;-102,67
"197";12,711;-12,711
"972";8,675;-8,675
"542";-0,6;0,6
"357";55,437;-55,437
"1962";-3,42;3,42
"1932";-1,045;1,045
"133";-2,166;2,166
"835";18,427;-18,427
"661";89,199;-89,199
"494";-8,671;8,671
"472";-0,414;0,414
"350";11,254;-11,254
"226";-1,624;1,624
"925";-0,414;0,414
"718";61,961;-61,961
"623";9,14;-9,14
"600";-5,928;5,928
"492";58,191;-58,191
"395";39,06;-39,06
"211";-0,414;0,414
"111";4,427;-4,427
"003";1,559;-1,559
"656";9,034;-9,034
"457";49,189;-49,189
"289";-0,688;0,688
"282";0,207;-0,207
"244";0,018;-0,018
"147";6,136;-6,136
"878";-4,699;4,699
"616";83,04;-83,04
"562";18,718;-18,718
"541";51,182;-51,182
"429";4,06;-4,06
"418";69,049;-69,049
"2027";-13,537;13,537
"115";-1,656;1,656
"889";5,975;-5,975
"423";22,832;-22,832
"218";-7,329;7,329
"199";-2,523;2,523
"162";6,632;-6,632
"969";2,541;-2,541
"900";0,072;-0,072
"831";0,001;-0,001
"468";29,649;-29,649
"406";5,5;-5,5
"209";1,395;-1,395
"140";-1,045;1,045
"949";18,718;-18,718
"830";-0,136;0,136
"701";42,25;-42,25
"553";27,453;-27,453
"546";-0,484;0,484
"479";-2,811;2,811
"449";98,797;-98,797
"330";17,058;-17,058
"1982";2,839;-2,839
"189";24,868;-24,868
"987";68,132;-68,132
"879";35,729;-35,729
"684";3,877;-3,877
"678";0,133;-0,133
"594";28,27;-28,27
"503";-0,088;0,088
"484";83,04;-83,04
"343";17,058;-17,058
"261";5,975;-5,975
"021";26,13;-26,13
"992";73,828;-73,828
"965";41,543;-41,543
"811";116,92;-116,92
"690";76,883;-76,883
"670";42,718;-42,718
"548";68,395;-68,395
"353";24,038;-24,038
"285";2,175;-2,175
"258";0,37;-0,37
"1937";-12,358;12,358
"161";-5,896;5,896
"046";-0,05;0,05
"010";-4,943;4,943
"q";0,036;-0,036
"971";61,76;-61,76
"628";8,309;-8,309
"413";89,347;-89,347
"241";-0,212;0,212
"229";12,645;-12,645
"554";100,53;-100,53
"337";93,036;-93,036
"1970";-7,8;7,8
"096";45,309;-45,309
"onze";-7,525;7,525
"982";17,258;-17,258
"793";76,966;-76,966
"535";3,32;-3,32
"422";12,665;-12,665
"280";0,609;-0,609
"256";-2,932;2,932
"222";14,435;-14,435
"1934";-11,769;11,769
"181";-0,371;0,371
"080";-3,993;3,993
"dezoito";-8,1;8,1
"934";0,609;-0,609
"802";-1,699;1,699
"759";16,229;-16,229
"642";33,453;-33,453
"627";4,099;-4,099
"435";19,895;-19,895
"390";44,682;-44,682
"297";31,838;-31,838
"283";65,185;-65,185
"266";43,487;-43,487
"232";1,108;-1,108
"724";10,282;-10,282
"717";26,441;-26,441
